"level1" "level2" "level3" "level4" "level5" "level6" "level7" "level8" "level9" "level10" "level11" "level12" "level13" "value"
"227" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR SENESCENCE" "OXIDATIVE STRESS INDUCED SENESCENCE" "" "" "" "" "" "" "" "" 604
"228" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "SWITCHING OF ORIGINS TO A POST REPLICATIVE STATE" "ORC1 REMOVAL FROM CHROMATIN" "" "" "" "" "" "" "" "" 203
"229" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "O LINKED GLYCOSYLATION" "O GLYCOSYLATION OF TSR DOMAIN CONTAINING PROTEINS" "" "" "" "" "" "" "" "" 60
"230" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "NUCLEAR RECEPTOR TRANSCRIPTION PATHWAY" "" "" "" "" "" "" "" "" 44
"231" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NOTCH" "signaling by notch4" "NEGATIVE REGULATION OF NOTCH4 SIGNALING" "" "" "" "" "" "" "" "" 105
"232" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "NERVOUS SYSTEM DEVELOPMENT" "axon guidance" "NCAM SIGNALING FOR NEURITE OUT GROWTH" "" "" "" "" "" "" "" "" 101
"233" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC TELOPHASE CYTOKINESIS" "" "" "" "" "" "" "" "" 26
"234" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROPHASE" "" "" "" "" "" "" "" "" 708
"235" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "DEUBIQUITINATION" "METALLOPROTEASE DUBS" "" "" "" "" "" "" "" "" 94
"236" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of vitamins and cofactors" "metabolism of water soluble vitamins and cofactors" "METABOLISM OF FOLATE AND PTERINES" "" "" "" "" "" "" "" "" 13
"237" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "DNA STRAND ELONGATION" "LAGGING STRAND SYNTHESIS" "" "" "" "" "" "" "" "" 20
"238" "IN REACTOME HIERARCHIE" "immune system" "CYTOKINE SIGNALING IN IMMUNE SYSTEM" "SIGNALING BY INTERLEUKINS" "INTERLEUKIN 7 SIGNALING" "" "" "" "" "" "" "" "" 28
"239" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "TELOMERE MAINTENANCE" "INHIBITION OF DNA RECOMBINATION AT TELOMERE" "" "" "" "" "" "" "" "" 155
"240" "IN REACTOME HIERARCHIE" "VESICLE MEDIATED TRANSPORT" "membrane trafficking" "INTRA GOLGI AND RETROGRADE GOLGI TO ER TRAFFIC" "GOLGI TO ER RETROGRADE TRANSPORT" "" "" "" "" "" "" "" "" 229
"241" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "GLUCOSE METABOLISM" "GLUCONEOGENESIS" "" "" "" "" "" "" "" "" 24
"242" "IN REACTOME HIERARCHIE" "metabolism" "INTEGRATION OF ENERGY METABOLISM" "REGULATION OF INSULIN SECRETION" "GLUCAGON LIKE PEPTIDE 1 GLP1 REGULATES INSULIN SECRETION" "" "" "" "" "" "" "" "" 30
"243" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "GAP FILLING DNA REPAIR SYNTHESIS AND LIGATION IN GG NER" "" "" "" "" "" "" "" "" 25
"244" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "TRANSMISSION ACROSS CHEMICAL SYNAPSES" "NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION" "GABA RECEPTOR ACTIVATION" "" "" "" "" "" "" "" "" 31
"245" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G1 PHASE AND G1 S TRANSITION" "G0 AND EARLY G1" "" "" "" "" "" "" "" "" 52
"246" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "gpcr downstream signalling" "G ALPHA Z SIGNALLING EVENTS" "" "" "" "" "" "" "" "" 35
"247" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "gpcr downstream signalling" "G ALPHA S SIGNALLING EVENTS" "" "" "" "" "" "" "" "" 68
"248" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "gpcr downstream signalling" "G ALPHA I SIGNALLING EVENTS" "" "" "" "" "" "" "" "" 138
"249" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "rna polymerase ii transcription elongation" "FORMATION OF THE EARLY ELONGATION COMPLEX" "" "" "" "" "" "" "" "" 33
"250" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "FORMATION OF THE BETA CATENIN TCF TRANSACTIVATING COMPLEX" "" "" "" "" "" "" "" "" 345
"251" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "TRANSCRIPTION COUPLED NUCLEOTIDE EXCISION REPAIR TC NER" "FORMATION OF TC NER PRE INCISION COMPLEX" "" "" "" "" "" "" "" "" 53
"252" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "FORMATION OF INCISION COMPLEX IN GG NER" "" "" "" "" "" "" "" "" 43
"253" "IN REACTOME HIERARCHIE" "metabolism" "THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT" "respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins." "FORMATION OF ATP BY CHEMIOSMOTIC COUPLING" "" "" "" "" "" "" "" "" 36
"254" "IN REACTOME HIERARCHIE" "immune system" "INNATE IMMUNE SYSTEM" "FC EPSILON RECEPTOR FCERI SIGNALING" "FCERI MEDIATED NF KB ACTIVATION" "" "" "" "" "" "" "" "" 73
"255" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "TELOMERE MAINTENANCE" "EXTENSION OF TELOMERES" "" "" "" "" "" "" "" "" 97
"256" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NUCLEAR RECEPTORS" "ESR MEDIATED SIGNALING" "ESTROGEN DEPENDENT GENE EXPRESSION" "" "" "" "" "" "" "" "" 727
"257" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "S PHASE" "ESTABLISHMENT OF SISTER CHROMATID COHESION" "" "" "" "" "" "" "" "" 11
"258" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "PROTEIN UBIQUITINATION" "E3 UBIQUITIN LIGASES UBIQUITINATE TARGET PROTEINS" "" "" "" "" "" "" "" "" 167
"259" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "TRANSCRIPTION COUPLED NUCLEOTIDE EXCISION REPAIR TC NER" "DUAL INCISION IN TC NER" "" "" "" "" "" "" "" "" 65
"260" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "DUAL INCISION IN GG NER" "" "" "" "" "" "" "" "" 41
"261" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR SENESCENCE" "DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE" "" "" "" "" "" "" "" "" 311
"262" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "DNA DAMAGE RECOGNITION IN GG NER" "" "" "" "" "" "" "" "" 38
"263" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "DISASSEMBLY OF THE DESTRUCTION COMPLEX AND RECRUITMENT OF AXIN TO THE MEMBRANE" "" "" "" "" "" "" "" "" 24
"264" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "nucleosome assembly" "DEPOSITION OF NEW CENPA CONTAINING NUCLEOSOMES AT THE CENTROMERE" "" "" "" "" "" "" "" "" 284
"265" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by hedgehog" "hedgehog 'off' state" "DEGRADATION OF GLI1 BY THE PROTEASOME" "" "" "" "" "" "" "" "" 112
"266" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "DEGRADATION OF DVL" "" "" "" "" "" "" "" "" 108
"267" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "DEGRADATION OF AXIN" "" "" "" "" "" "" "" "" 106
"268" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "TRNA AMINOACYLATION" "CYTOSOLIC TRNA AMINOACYLATION" "" "" "" "" "" "" "" "" 48
"269" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO CHEMICAL STRESS" "CYTOPROTECTION BY HMOX1" "" "" "" "" "" "" "" "" 109
"270" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "COLLAGEN FORMATION" "ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES" "CROSSLINKING OF COLLAGEN FIBRILS" "" "" "" "" "" "" "" "" 15
"271" "IN REACTOME HIERARCHIE" "metabolism of proteins" "PROTEIN FOLDING" "chaperonin mediated protein folding" "COOPERATION OF PDCL PHLP1 AND TRIC CCT IN G PROTEIN BETA FOLDING" "" "" "" "" "" "" "" "" 25
"272" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "COLLAGEN FORMATION" "COLLAGEN BIOSYNTHESIS AND MODIFYING ENZYMES" "COLLAGEN CHAIN TRIMERIZATION" "" "" "" "" "" "" "" "" 139
"273" "IN REACTOME HIERARCHIE" "metabolism" "THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT" "PYRUVATE METABOLISM AND CITRIC ACID TCA CYCLE" "CITRIC ACID CYCLE TCA CYCLE" "" "" "" "" "" "" "" "" 20
"274" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "DNA REPLICATION PRE INITIATION" "ASSEMBLY OF THE PRE REPLICATIVE COMPLEX" "CDC6 ASSOCIATION WITH THE ORC ORIGIN COMPLEX" "" "" "" "" "" "" "" "" 11
"275" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "POSITIVE EPIGENETIC REGULATION OF RRNA EXPRESSION" "B WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION" "" "" "" "" "" "" "" "" 344
"276" "IN REACTOME HIERARCHIE" "metabolism of proteins" "PROTEIN FOLDING" "chaperonin mediated protein folding" "ASSOCIATION OF TRIC CCT WITH TARGET PROTEINS DURING BIOSYNTHESIS" "" "" "" "" "" "" "" "" 37
"277" "IN REACTOME HIERARCHIE" "PROGRAMMED CELL DEATH" "APOPTOSIS" "APOPTOTIC EXECUTION PHASE" "APOPTOSIS INDUCED DNA FRAGMENTATION" "" "" "" "" "" "" "" "" 39
"278" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "COLLAGEN FORMATION" "ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES" "ANCHORING FIBRIL FORMATION" "" "" "" "" "" "" "" "" 24
"279" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO STARVATION" "AMINO ACIDS REGULATE MTORC1" "" "" "" "" "" "" "" "" 47
"280" "IN REACTOME HIERARCHIE" "AUTOPHAGY" "macroautophagy" "SELECTIVE AUTOPHAGY" "AGGREPHAGY" "" "" "" "" "" "" "" "" 61
"281" "IN REACTOME HIERARCHIE" "immune system" "INNATE IMMUNE SYSTEM" "COMPLEMENT CASCADE" "ACTIVATION OF C3 AND C5" "" "" "" "" "" "" "" "" 6
"282" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G2 M CHECKPOINTS" "ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS" "" "" "" "" "" "" "" "" 111
"283" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "TRNA AMINOACYLATION" "" "" "" "" "" "" "" "" "" 82
"284" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA" "TRANSPORT OF MATURE TRANSCRIPT TO CYTOPLASM" "" "" "" "" "" "" "" "" "" 154
"285" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE" "" "" "" "" "" "" "" "" "" 39
"286" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "TRANSCRIPTION COUPLED NUCLEOTIDE EXCISION REPAIR TC NER" "" "" "" "" "" "" "" "" "" 78
"287" "IN REACTOME HIERARCHIE" "immune system" "CYTOKINE SIGNALING IN IMMUNE SYSTEM" "TNFR2 NON CANONICAL NF KB PATHWAY" "" "" "" "" "" "" "" "" "" 68
"288" "IN REACTOME HIERARCHIE" "immune system" "ADAPTIVE IMMUNE SYSTEM" "TCR SIGNALING" "" "" "" "" "" "" "" "" "" 186
"289" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "" "" "" "" "" "" "" "" "" 569
"290" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "SWITCHING OF ORIGINS TO A POST REPLICATIVE STATE" "" "" "" "" "" "" "" "" "" 174
"291" "IN REACTOME HIERARCHIE" "immune system" "ADAPTIVE IMMUNE SYSTEM" "SIGNALING BY THE B CELL RECEPTOR BCR" "" "" "" "" "" "" "" "" "" 98
"292" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RECEPTOR TYROSINE KINASES" "SIGNALING BY PDGF" "" "" "" "" "" "" "" "" "" 52
"293" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by tgfb family members" "SIGNALING BY ACTIVIN" "" "" "" "" "" "" "" "" "" 10
"294" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF AMINO ACIDS AND DERIVATIVES" "SELENOAMINO ACID METABOLISM" "" "" "" "" "" "" "" "" "" 321
"295" "IN REACTOME HIERARCHIE" "metabolism" "THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT" "PYRUVATE METABOLISM AND CITRIC ACID TCA CYCLE" "" "" "" "" "" "" "" "" "" 47
"296" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "PROTEIN UBIQUITINATION" "" "" "" "" "" "" "" "" "" 227
"297" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NOTCH" "PRE NOTCH EXPRESSION AND PROCESSING" "" "" "" "" "" "" "" "" "" 343
"298" "IN REACTOME HIERARCHIE" "HEMOSTASIS" "PLATELET HOMEOSTASIS" "PLATELET CALCIUM HOMEOSTASIS" "" "" "" "" "" "" "" "" "" 22
"299" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "plasma lipoprotein assembly remodeling and clearance" "PLASMA LIPOPROTEIN ASSEMBLY" "" "" "" "" "" "" "" "" "" 9
"300" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION" "" "" "" "" "" "" "" "" "" 514
"301" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA" "MRNA SPLICING" "" "" "" "" "" "" "" "" "" 370
"302" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "MITOCHONDRIAL TRANSLATION" "" "" "" "" "" "" "" "" "" 183
"303" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF AMINO ACIDS AND DERIVATIVES" "METABOLISM OF POLYAMINES" "" "" "" "" "" "" "" "" "" 110
"304" "IN REACTOME HIERARCHIE" "VESICLE MEDIATED TRANSPORT" "membrane trafficking" "INTRA GOLGI AND RETROGRADE GOLGI TO ER TRAFFIC" "" "" "" "" "" "" "" "" "" 355
"305" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "HOMOLOGY DIRECTED REPAIR" "" "" "" "" "" "" "" "" "" 495
"306" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by hedgehog" "HEDGEHOG LIGAND BIOGENESIS" "" "" "" "" "" "" "" "" "" 115
"307" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF AMINO ACIDS AND DERIVATIVES" "GLYOXYLATE METABOLISM AND GLYCINE DEGRADATION" "" "" "" "" "" "" "" "" "" 20
"308" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G2 M CHECKPOINTS" "" "" "" "" "" "" "" "" "" 775
"309" "IN REACTOME HIERARCHIE" "immune system" "INNATE IMMUNE SYSTEM" "FC EPSILON RECEPTOR FCERI SIGNALING" "" "" "" "" "" "" "" "" "" 116
"310" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "EUKARYOTIC TRANSLATION ELONGATION" "" "" "" "" "" "" "" "" "" 345
"311" "IN REACTOME HIERARCHIE" "HEMOSTASIS" "PLATELET ACTIVATION SIGNALING AND AGGREGATION" "EFFECTS OF PIP2 HYDROLYSIS" "" "" "" "" "" "" "" "" "" 22
"312" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "DNA STRAND ELONGATION" "" "" "" "" "" "" "" "" "" 63
"313" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "DNA DOUBLE STRAND BREAK RESPONSE" "" "" "" "" "" "" "" "" "" 199
"314" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "DEUBIQUITINATION" "" "" "" "" "" "" "" "" "" 755
"315" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "DEGRADATION OF BETA CATENIN BY THE DESTRUCTION COMPLEX" "" "" "" "" "" "" "" "" "" 163
"316" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR SENESCENCE" "" "" "" "" "" "" "" "" "" 1006
"317" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO HYPOXIA" "" "" "" "" "" "" "" "" "" 71
"318" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO CHEMICAL STRESS" "" "" "" "" "" "" "" "" "" 139
"319" "IN REACTOME HIERARCHIE" "immune system" "INNATE IMMUNE SYSTEM" "C TYPE LECTIN RECEPTORS CLRS" "" "" "" "" "" "" "" "" "" 112
"320" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "DNA REPLICATION PRE INITIATION" "ASSEMBLY OF THE PRE REPLICATIVE COMPLEX" "" "" "" "" "" "" "" "" "" 200
"321" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NUCLEAR RECEPTORS" "" "" "" "" "" "" "" "" "" "" 455
"322" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "RRNA PROCESSING" "" "" "" "" "" "" "" "" "" "" 769
"323" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE I TRANSCRIPTION" "" "" "" "" "" "" "" "" "" "" 437
"324" "IN REACTOME HIERARCHIE" "HEMOSTASIS" "PLATELET HOMEOSTASIS" "" "" "" "" "" "" "" "" "" "" 66
"325" "IN REACTOME HIERARCHIE" "HEMOSTASIS" "PLATELET ACTIVATION SIGNALING AND AGGREGATION" "" "" "" "" "" "" "" "" "" "" 423
"326" "IN REACTOME HIERARCHIE" "metabolism of proteins" "PEPTIDE HORMONE METABOLISM" "" "" "" "" "" "" "" "" "" "" 45
"327" "IN REACTOME HIERARCHIE" "metabolism" "INTEGRATION OF ENERGY METABOLISM" "" "" "" "" "" "" "" "" "" "" 81
"328" "IN REACTOME HIERARCHIE" "immune system" "CYTOKINE SIGNALING IN IMMUNE SYSTEM" "" "" "" "" "" "" "" "" "" "" 1641
"329" "IN REACTOME HIERARCHIE" "ORGANELLE BIOGENESIS AND MAINTENANCE" "CILIUM ASSEMBLY" "" "" "" "" "" "" "" "" "" "" 357
"330" "IN REACTOME HIERARCHIE" "VESICLE MEDIATED TRANSPORT" "" "" "" "" "" "" "" "" "" "" "" 601
"331" "IN REACTOME HIERARCHIE" "SENSORY PERCEPTION" "" "" "" "" "" "" "" "" "" "" "" 116
"332" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "" "" "" "" "" "" "" "" "" "" "" 2533
"333" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "" "" "" "" "" "" "" "" "" "" "" 3110
"334" "IN REACTOME HIERARCHIE" "gene expression transcription" "GENE SILENCING BY RNA" "TRANSCRIPTIONAL REGULATION BY SMALL RNAS" "" "" "" "" "" "" "" "" "" 503
"335" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "TELOMERE MAINTENANCE" "" "" "" "" "" "" "" "" "" 469
"336" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "ION CHANNEL TRANSPORT" "STIMULI SENSING CHANNELS" "" "" "" "" "" "" "" "" "" 63
"337" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "SRP DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE" "" "" "" "" "" "" "" "" "" 317
"338" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "metabolism of non coding rna" "SNRNP ASSEMBLY" "" "" "" "" "" "" "" "" "" 100
"339" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NUCLEAR RECEPTORS" "SIGNALING BY RETINOIC ACID" "" "" "" "" "" "" "" "" "" 33
"340" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by tgfb family members" "SIGNALING BY BMP" "" "" "" "" "" "" "" "" "" 16
"341" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "RNA POLYMERASE II TRANSCRIPTION TERMINATION" "" "" "" "" "" "" "" "" "" 63
"342" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "RNA POLYMERASE II TRANSCRIBES SNRNA GENES" "" "" "" "" "" "" "" "" "" 72
"343" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE I TRANSCRIPTION" "RNA POLYMERASE I TRANSCRIPTION TERMINATION" "" "" "" "" "" "" "" "" "" 29
"344" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "RMTS METHYLATE HISTONE ARGININES" "" "" "" "" "" "" "" "" "" 305
"345" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "RECOGNITION OF DNA DAMAGE BY PCNA CONTAINING REPLICATION COMPLEX" "" "" "" "" "" "" "" "" "" 30
"346" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "PROTEIN PROTEIN INTERACTIONS AT SYNAPSES" "RECEPTOR TYPE TYROSINE PROTEIN PHOSPHATASES" "" "" "" "" "" "" "" "" "" 13
"347" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRONLESS PRE MRNA" "PROCESSING OF INTRONLESS PRE MRNAS" "" "" "" "" "" "" "" "" "" 19
"348" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "PRC2 METHYLATES HISTONES AND DNA" "" "" "" "" "" "" "" "" "" 311
"349" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "POSITIVE EPIGENETIC REGULATION OF RRNA EXPRESSION" "" "" "" "" "" "" "" "" "" 335
"350" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "PKMTS METHYLATE HISTONE LYSINES" "" "" "" "" "" "" "" "" "" 125
"351" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "NONHOMOLOGOUS END JOINING NHEJ" "" "" "" "" "" "" "" "" "" 172
"352" "IN REACTOME HIERARCHIE" "immune system" "INNATE IMMUNE SYSTEM" "NEUTROPHIL DEGRANULATION" "" "" "" "" "" "" "" "" "" 1106
"353" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "PROTEIN PROTEIN INTERACTIONS AT SYNAPSES" "NEUREXINS AND NEUROLIGINS" "" "" "" "" "" "" "" "" "" 37
"354" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "NEDDYLATION" "" "" "" "" "" "" "" "" "" 211
"355" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "ELASTIC FIBRE FORMATION" "MOLECULES ASSOCIATED WITH ELASTIC FIBRES" "" "" "" "" "" "" "" "" "" 32
"356" "IN REACTOME HIERARCHIE" "immune system" "ADAPTIVE IMMUNE SYSTEM" "MHC CLASS II ANTIGEN PRESENTATION" "" "" "" "" "" "" "" "" "" 283
"357" "IN REACTOME HIERARCHIE" "signal transduction" "mapk family signaling cascades" "MAPK6 MAPK4 SIGNALING" "" "" "" "" "" "" "" "" "" 83
"358" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "" "" "" "" "" "" "" "" "" 3002
"359" "IN REACTOME HIERARCHIE" "HEMOSTASIS" "FACTORS INVOLVED IN MEGAKARYOCYTE DEVELOPMENT AND PLATELET PRODUCTION" "KINESINS" "" "" "" "" "" "" "" "" "" 132
"360" "IN REACTOME HIERARCHIE" "MUSCLE CONTRACTION" "CARDIAC CONDUCTION" "ION HOMEOSTASIS" "" "" "" "" "" "" "" "" "" 45
"361" "IN REACTOME HIERARCHIE" "ORGANELLE BIOGENESIS AND MAINTENANCE" "CILIUM ASSEMBLY" "INTRAFLAGELLAR TRANSPORT" "" "" "" "" "" "" "" "" "" 44
"362" "IN REACTOME HIERARCHIE" "immune system" "CYTOKINE SIGNALING IN IMMUNE SYSTEM" "INTERFERON SIGNALING" "" "" "" "" "" "" "" "" "" 349
