"Node1" "Node2" "level" "size"
"2091" "INWARDLY_RECTIFYING_K+_CHANNELS" "G_PROTEIN_GATED_POTASSIUM_CHANNELS" "6" NA
"2092" "G_PROTEIN_GATED_POTASSIUM_CHANNELS" "ACTIVATION_OF_G_PROTEIN_GATED_POTASSIUM_CHANNELS" "7" NA
"2093" "INWARDLY_RECTIFYING_K+_CHANNELS" "POTASSIUM_TRANSPORT_CHANNELS" "6" NA
"2094" "POTASSIUM_CHANNELS" "VOLTAGE_GATED_POTASSIUM_CHANNELS" "5" NA
"2095" "POTASSIUM_CHANNELS" "TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS" "5" NA
"2096" "TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS" "TANDEM_PORE_DOMAIN_HALOTHANE_INHIBITED_K+_CHANNEL_THIK" "6" NA
"2097" "TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS" "TANDEM_OF_PORE_DOMAIN_IN_A_WEAK_INWARDLY_RECTIFYING_K+_CHANNELS_TWIK" "6" NA
"2098" "TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS" "TWIK_RELEATED_ACID_SENSITIVE_K+_CHANNEL_TASK" "6" NA
"2099" "TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS" "TWIK_RELATED_SPINAL_CORD_K+_CHANNEL_TRESK" "6" NA
"2100" "TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS" "TWIK_RELATED_ALKALINE_PH_ACTIVATED_K+_CHANNEL_TALK" "6" NA
"2101" "TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS" "TWIK_RELATED_POTASSIUM_CHANNEL_TREK" "6" NA
"2102" "NEURONAL_SYSTEM" "PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "4" NA
"2103" "PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES" "5" NA
"2104" "PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "NEUREXINS_AND_NEUROLIGINS" "5" NA
"2105" "PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "SYNAPTIC_ADHESION_LIKE_MOLECULES" "5" NA
"2106" "IN_REACTOME_HIERARCHIE" "DEVELOPMENTAL_BIOLOGY" "3" NA
"2107" "DEVELOPMENTAL_BIOLOGY" "SIGNALING_BY_NODAL" "4" NA
"2108" "DEVELOPMENTAL_BIOLOGY" "REGULATION_OF_BETA_CELL_DEVELOPMENT" "4" NA
"2109" "REGULATION_OF_BETA_CELL_DEVELOPMENT" "REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS" "5" NA
"2110" "REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS" "AKT_MEDIATED_INACTIVATION_OF_FOXO1A" "6" NA
"2111" "DEVELOPMENTAL_BIOLOGY" "TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION" "4" NA
"2112" "DEVELOPMENTAL_BIOLOGY" "MYOGENESIS" "4" NA
"2113" "DEVELOPMENTAL_BIOLOGY" "LGI_ADAM_INTERACTIONS" "4" NA
"2114" "DEVELOPMENTAL_BIOLOGY" "KERATINIZATION" "4" NA
"2115" "KERATINIZATION" "FORMATION_OF_THE_CORNIFIED_ENVELOPE" "5" NA
"2116" "DEVELOPMENTAL_BIOLOGY" "TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS" "4" "65"
"2117" "DEVELOPMENTAL_BIOLOGY" "NERVOUS_SYSTEM_DEVELOPMENT" "4" NA
"2118" "NERVOUS_SYSTEM_DEVELOPMENT" "AXON_GUIDANCE" "5" NA
"2119" "AXON_GUIDANCE" "EPH_EPHRIN_SIGNALING" "6" NA
"2120" "EPH_EPHRIN_SIGNALING" "EPHB_MEDIATED_FORWARD_SIGNALING" "7" NA
"2121" "EPH_EPHRIN_SIGNALING" "EPHA_MEDIATED_GROWTH_CONE_COLLAPSE" "7" NA
"2122" "EPH_EPHRIN_SIGNALING" "EPHRIN_SIGNALING" "7" NA
"2123" "EPH_EPHRIN_SIGNALING" "EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS" "7" NA
"2124" "AXON_GUIDANCE" "NETRIN_1_SIGNALING" "6" NA
"2125" "NETRIN_1_SIGNALING" "DSCAM_INTERACTIONS" "7" NA
"2126" "NETRIN_1_SIGNALING" "DCC_MEDIATED_ATTRACTIVE_SIGNALING" "7" NA
"2127" "AXON_GUIDANCE" "SEMAPHORIN_INTERACTIONS" "6" NA
"2128" "SEMAPHORIN_INTERACTIONS" "SEMA3A_PAK_DEPENDENT_AXON_REPULSION" "7" NA
"2129" "SEMAPHORIN_INTERACTIONS" "SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION" "7" NA
"2130" "SEMAPHORIN_INTERACTIONS" "CRMPS_IN_SEMA3A_SIGNALING" "7" NA
"2131" "SEMAPHORIN_INTERACTIONS" "SEMA4D_IN_SEMAPHORIN_SIGNALING" "7" NA
"2132" "SEMA4D_IN_SEMAPHORIN_SIGNALING" "SEMA4D_MEDIATED_INHIBITION_OF_CELL_ATTACHMENT_AND_MIGRATION" "8" NA
"2133" "SEMA4D_IN_SEMAPHORIN_SIGNALING" "SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE" "8" NA
"2134" "SEMAPHORIN_INTERACTIONS" "OTHER_SEMAPHORIN_INTERACTIONS" "7" NA
"2135" "AXON_GUIDANCE" "L1CAM_INTERACTIONS" "6" NA
"2136" "L1CAM_INTERACTIONS" "RECYCLING_PATHWAY_OF_L1" "7" NA
"2137" "L1CAM_INTERACTIONS" "INTERACTION_BETWEEN_L1_AND_ANKYRINS" "7" NA
"2138" "L1CAM_INTERACTIONS" "SIGNAL_TRANSDUCTION_BY_L1" "7" NA
"2139" "L1CAM_INTERACTIONS" "NEUROFASCIN_INTERACTIONS" "7" NA
"2140" "AXON_GUIDANCE" "NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH" "6" NA
"2141" "NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH" "NCAM1_INTERACTIONS" "7" NA
"2142" "AXON_GUIDANCE" "SIGNALING_BY_ROBO_RECEPTORS" "6" NA
"2143" "SIGNALING_BY_ROBO_RECEPTORS" "ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING" "7" NA
"2144" "SIGNALING_BY_ROBO_RECEPTORS" "SLIT2_ROBO1_INCREASES_RHOA_ACTIVITY" "7" NA
"2145" "SIGNALING_BY_ROBO_RECEPTORS" "REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS" "7" NA
"2146" "AXON_GUIDANCE" "RET_SIGNALING" "6" NA
"2147" "AXON_GUIDANCE" "REELIN_SIGNALLING_PATHWAY" "6" NA
"2148" "NERVOUS_SYSTEM_DEVELOPMENT" "EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION" "5" NA
"2149" "IN_REACTOME_HIERARCHIE" "METABOLISM" "3" NA
"2150" "METABOLISM" "MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS" "4" NA
"2151" "MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS" "ELECTRON_TRANSPORT_FROM_NADPH_TO_FERREDOXIN" "5" NA
"2152" "METABOLISM" "THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT" "4" NA
"2153" "THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT" "RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS." "5" NA
"2154" "RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS." "FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING" "6" NA
"2155" "RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS." "MITOCHONDRIAL_UNCOUPLING" "6" NA
"2156" "MITOCHONDRIAL_UNCOUPLING" "THE_FATTY_ACID_CYCLING_MODEL" "7" NA
"2157" "MITOCHONDRIAL_UNCOUPLING" "THE_PROTON_BUFFERING_MODEL" "7" NA
"2158" "MITOCHONDRIAL_UNCOUPLING" "OLEOYL_PHE_METABOLISM" "7" NA
"2159" "RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS." "RESPIRATORY_ELECTRON_TRANSPORT" "6" NA
"2160" "RESPIRATORY_ELECTRON_TRANSPORT" "COMPLEX_I_BIOGENESIS" "7" NA
"2161" "THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT" "PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE" "5" NA
"2162" "PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE" "PYRUVATE_METABOLISM" "6" NA
"2163" "PYRUVATE_METABOLISM" "REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX" "7" NA
"2164" "PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE" "CITRIC_ACID_CYCLE_TCA_CYCLE" "6" NA
"2165" "PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE" "INTERCONVERSION_OF_2_OXOGLUTARATE_AND_2_HYDROXYGLUTARATE" "6" NA
"2166" "METABOLISM" "REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE" "4" NA
"2167" "METABOLISM" "INOSITOL_PHOSPHATE_METABOLISM" "4" NA
"2168" "INOSITOL_PHOSPHATE_METABOLISM" "SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL" "5" NA
"2169" "INOSITOL_PHOSPHATE_METABOLISM" "SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL" "5" NA
"2170" "INOSITOL_PHOSPHATE_METABOLISM" "SYNTHESIS_OF_IPS_IN_THE_NUCLEUS" "5" NA
"2171" "INOSITOL_PHOSPHATE_METABOLISM" "SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL" "5" NA
"2172" "INOSITOL_PHOSPHATE_METABOLISM" "SYNTHESIS_OF_IPS_IN_THE_ER_LUMEN" "5" NA
"2173" "METABOLISM" "METABOLISM_OF_NUCLEOTIDES" "4" NA
"2174" "METABOLISM_OF_NUCLEOTIDES" "INTERCONVERSION_OF_NUCLEOTIDE_DI__AND_TRIPHOSPHATES" "5" NA
"2175" "METABOLISM_OF_NUCLEOTIDES" "NUCLEOTIDE_CATABOLISM" "5" NA
"2176" "NUCLEOTIDE_CATABOLISM" "PYRIMIDINE_CATABOLISM" "6" NA
"2177" "NUCLEOTIDE_CATABOLISM" "PURINE_CATABOLISM" "6" NA
"2178" "PURINE_CATABOLISM" "PHOSPHATE_BOND_HYDROLYSIS_BY_NUDT_PROTEINS" "7" NA
"2179" "NUCLEOTIDE_CATABOLISM" "PHOSPHATE_BOND_HYDROLYSIS_BY_NTPDASE_PROTEINS" "6" NA
"2180" "METABOLISM_OF_NUCLEOTIDES" "NUCLEOTIDE_BIOSYNTHESIS" "5" NA
"2181" "NUCLEOTIDE_BIOSYNTHESIS" "PYRIMIDINE_BIOSYNTHESIS" "6" NA
"2182" "NUCLEOTIDE_BIOSYNTHESIS" "PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS" "6" NA
"2183" "METABOLISM_OF_NUCLEOTIDES" "NUCLEOTIDE_SALVAGE" "5" NA
"2184" "NUCLEOTIDE_SALVAGE" "PYRIMIDINE_SALVAGE" "6" NA
"2185" "NUCLEOTIDE_SALVAGE" "PURINE_SALVAGE" "6" NA
"2186" "METABOLISM" "INTEGRATION_OF_ENERGY_METABOLISM" "4" NA
"2187" "INTEGRATION_OF_ENERGY_METABOLISM" "PKA_MEDIATED_PHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS" "5" NA
"2188" "INTEGRATION_OF_ENERGY_METABOLISM" "GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION" "5" NA
"2189" "GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION" "PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING" "6" NA
"2190" "INTEGRATION_OF_ENERGY_METABOLISM" "AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY" "5" NA
"2191" "INTEGRATION_OF_ENERGY_METABOLISM" "INSULIN_EFFECTS_INCREASED_SYNTHESIS_OF_XYLULOSE_5_PHOSPHATE" "5" NA
"2192" "INTEGRATION_OF_ENERGY_METABOLISM" "CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION" "5" NA
"2193" "INTEGRATION_OF_ENERGY_METABOLISM" "REGULATION_OF_INSULIN_SECRETION" "5" NA
"2194" "REGULATION_OF_INSULIN_SECRETION" "GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION" "6" NA
"2195" "REGULATION_OF_INSULIN_SECRETION" "ACETYLCHOLINE_REGULATES_INSULIN_SECRETION" "6" NA
"2196" "REGULATION_OF_INSULIN_SECRETION" "ADRENALINENORADRENALINE_INHIBITS_INSULIN_SECRETION" "6" NA
"2197" "REGULATION_OF_INSULIN_SECRETION" "FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION" "6" NA
"2198" "FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION" "INTRACELLULAR_METABOLISM_OF_FATTY_ACIDS_REGULATES_INSULIN_SECRETION" "7" NA
"2199" "FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION" "FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION" "7" NA
"2200" "METABOLISM" "METABOLISM_OF_PORPHYRINS" "4" NA
"2201" "METABOLISM_OF_PORPHYRINS" "HEME_BIOSYNTHESIS" "5" NA
"2202" "METABOLISM_OF_PORPHYRINS" "HEME_DEGRADATION" "5" NA
"2203" "METABOLISM" "METABOLISM_OF_VITAMINS_AND_COFACTORS" "4" NA
"2204" "METABOLISM_OF_VITAMINS_AND_COFACTORS" "METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS" "5" NA
"2205" "METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS" "COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM" "6" NA
"2206" "METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS" "METABOLISM_OF_FOLATE_AND_PTERINES" "6" NA
"2207" "METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS" "BIOTIN_TRANSPORT_AND_METABOLISM" "6" NA
"2208" "METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS" "NICOTINATE_METABOLISM" "6" NA
"2209" "NICOTINATE_METABOLISM" "NICOTINAMIDE_SALVAGING" "7" NA
"2210" "METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS" "VITAMIN_B1_THIAMIN_METABOLISM" "6" NA
"2211" "METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS" "VITAMIN_C_ASCORBATE_METABOLISM" "6" NA
"2212" "METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS" "VITAMIN_B2_RIBOFLAVIN_METABOLISM" "6" NA
"2213" "METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS" "VITAMIN_B5_PANTOTHENATE_METABOLISM" "6" NA
"2214" "VITAMIN_B5_PANTOTHENATE_METABOLISM" "COENZYME_A_BIOSYNTHESIS" "7" NA
"2215" "METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS" "MOLYBDENUM_COFACTOR_BIOSYNTHESIS" "6" NA
"2216" "METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS" "VITAMINS_B6_ACTIVATION_TO_PYRIDOXAL_PHOSPHATE" "6" NA
"2217" "METABOLISM_OF_VITAMINS_AND_COFACTORS" "METABOLISM_OF_FAT_SOLUBLE_VITAMINS" "5" NA
"2218" "METABOLISM_OF_FAT_SOLUBLE_VITAMINS" "METABOLISM_OF_VITAMIN_K" "6" NA
"2219" "METABOLISM_OF_FAT_SOLUBLE_VITAMINS" "VITAMIN_E" "6" NA
"2220" "METABOLISM_OF_FAT_SOLUBLE_VITAMINS" "RETINOID_METABOLISM_AND_TRANSPORT" "6" NA
"2221" "METABOLISM_OF_VITAMINS_AND_COFACTORS" "METABOLISM_OF_COFACTORS" "5" NA
"2222" "METABOLISM_OF_COFACTORS" "TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION" "6" NA
"2223" "METABOLISM_OF_COFACTORS" "UBIQUINOL_BIOSYNTHESIS" "6" NA
"2224" "METABOLISM_OF_COFACTORS" "NADPH_REGENERATION" "6" NA
"2225" "METABOLISM" "METABOLISM_OF_NITRIC_OXIDE__NOS3_ACTIVATION_AND_REGULATION" "4" NA
"2226" "METABOLISM_OF_NITRIC_OXIDE__NOS3_ACTIVATION_AND_REGULATION" "ENOS_ACTIVATION" "5" NA
"2227" "METABOLISM_OF_NITRIC_OXIDE__NOS3_ACTIVATION_AND_REGULATION" "NOSTRIN_MEDIATED_ENOS_TRAFFICKING" "5" NA
"2228" "METABOLISM_OF_NITRIC_OXIDE__NOS3_ACTIVATION_AND_REGULATION" "NOSIP_MEDIATED_ENOS_TRAFFICKING" "5" NA
"2229" "METABOLISM" "BIOLOGICAL_OXIDATIONS" "4" NA
"2230" "BIOLOGICAL_OXIDATIONS" "PHASE_II___CONJUGATION_OF_COMPOUNDS" "5" NA
"2231" "PHASE_II___CONJUGATION_OF_COMPOUNDS" "METHYLATION" "6" NA
"2232" "PHASE_II___CONJUGATION_OF_COMPOUNDS" "ACETYLATION" "6" NA
"2233" "PHASE_II___CONJUGATION_OF_COMPOUNDS" "CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES" "6" NA
"2234" "CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES" "TRANSPORT_AND_SYNTHESIS_OF_PAPS" "7" NA
"2235" "PHASE_II___CONJUGATION_OF_COMPOUNDS" "AMINO_ACID_CONJUGATION" "6" NA
"2236" "AMINO_ACID_CONJUGATION" "CONJUGATION_OF_CARBOXYLIC_ACIDS" "7" NA
"2237" "CONJUGATION_OF_CARBOXYLIC_ACIDS" "CONJUGATION_OF_SALICYLATE_WITH_GLYCINE" "8" NA
"2238" "CONJUGATION_OF_CARBOXYLIC_ACIDS" "CONJUGATION_OF_BENZOATE_WITH_GLYCINE" "8" NA
"2239" "CONJUGATION_OF_CARBOXYLIC_ACIDS" "CONJUGATION_OF_PHENYLACETATE_WITH_GLUTAMINE" "8" NA
"2240" "PHASE_II___CONJUGATION_OF_COMPOUNDS" "GLUCURONIDATION" "6" NA
"2241" "GLUCURONIDATION" "FORMATION_OF_THE_ACTIVE_COFACTOR_UDP_GLUCURONATE" "7" NA
"2242" "PHASE_II___CONJUGATION_OF_COMPOUNDS" "GLUTATHIONE_CONJUGATION" "6" NA
"2243" "GLUTATHIONE_CONJUGATION" "GLUTATHIONE_SYNTHESIS_AND_RECYCLING" "7" NA
"2244" "BIOLOGICAL_OXIDATIONS" "PHASE_I___FUNCTIONALIZATION_OF_COMPOUNDS" "5" NA
"2245" "PHASE_I___FUNCTIONALIZATION_OF_COMPOUNDS" "AMINE_OXIDASE_REACTIONS" "6" NA
"2246" "AMINE_OXIDASE_REACTIONS" "BIOGENIC_AMINES_ARE_OXIDATIVELY_DEAMINATED_TO_ALDEHYDES_BY_MAOA_AND_MAOB" "7" NA
"2247" "AMINE_OXIDASE_REACTIONS" "PAOS_OXIDISE_POLYAMINES_TO_AMINES" "7" NA
"2248" "PHASE_I___FUNCTIONALIZATION_OF_COMPOUNDS" "COX_REACTIONS" "6" NA
"2249" "PHASE_I___FUNCTIONALIZATION_OF_COMPOUNDS" "CYTOCHROME_P450___ARRANGED_BY_SUBSTRATE_TYPE" "6" NA
"2250" "CYTOCHROME_P450___ARRANGED_BY_SUBSTRATE_TYPE" "VITAMINS" "7" NA
"2251" "CYTOCHROME_P450___ARRANGED_BY_SUBSTRATE_TYPE" "FATTY_ACIDS" "7" NA
"2252" "CYTOCHROME_P450___ARRANGED_BY_SUBSTRATE_TYPE" "MISCELLANEOUS_SUBSTRATES" "7" NA
"2253" "CYTOCHROME_P450___ARRANGED_BY_SUBSTRATE_TYPE" "ENDOGENOUS_STEROLS" "7" NA
"2254" "ENDOGENOUS_STEROLS" "STEROLS_ARE_12_HYDROXYLATED_BY_CYP8B1" "8" NA
"2255" "CYTOCHROME_P450___ARRANGED_BY_SUBSTRATE_TYPE" "EICOSANOIDS" "7" NA
"2256" "CYTOCHROME_P450___ARRANGED_BY_SUBSTRATE_TYPE" "XENOBIOTICS" "7" NA
"2257" "XENOBIOTICS" "AROMATIC_AMINES_CAN_BE_N_HYDROXYLATED_OR_N_DEALKYLATED_BY_CYP1A2" "8" NA
"2258" "XENOBIOTICS" "CYP2E1_REACTIONS" "8" NA
"2259" "PHASE_I___FUNCTIONALIZATION_OF_COMPOUNDS" "FMO_OXIDISES_NUCLEOPHILES" "6" NA
"2260" "PHASE_I___FUNCTIONALIZATION_OF_COMPOUNDS" "ETHANOL_OXIDATION" "6" NA
"2261" "PHASE_I___FUNCTIONALIZATION_OF_COMPOUNDS" "ARYL_HYDROCARBON_RECEPTOR_SIGNALLING" "6" NA
"2262" "BIOLOGICAL_OXIDATIONS" "AFLATOXIN_ACTIVATION_AND_DETOXIFICATION" "5" NA
"2263" "METABOLISM" "ABACAVIR_TRANSPORT_AND_METABOLISM" "4" NA
"2264" "ABACAVIR_TRANSPORT_AND_METABOLISM" "ABACAVIR_TRANSMEMBRANE_TRANSPORT" "5" NA
"2265" "ABACAVIR_TRANSPORT_AND_METABOLISM" "ABACAVIR_METABOLISM" "5" NA
"2266" "METABOLISM" "METABOLISM_OF_LIPIDS" "4" NA
"2267" "METABOLISM_OF_LIPIDS" "PHOSPHOLIPID_METABOLISM" "5" NA
"2268" "PHOSPHOLIPID_METABOLISM" "GLYCEROPHOSPHOLIPID_BIOSYNTHESIS" "6" NA
"2269" "GLYCEROPHOSPHOLIPID_BIOSYNTHESIS" "ACYL_CHAIN_REMODELLING_OF_PC" "7" NA
"2270" "GLYCEROPHOSPHOLIPID_BIOSYNTHESIS" "ACYL_CHAIN_REMODELING_OF_CL" "7" NA
"2271" "GLYCEROPHOSPHOLIPID_BIOSYNTHESIS" "ACYL_CHAIN_REMODELLING_OF_PS" "7" NA
"2272" "GLYCEROPHOSPHOLIPID_BIOSYNTHESIS" "ACYL_CHAIN_REMODELLING_OF_PE" "7" NA
"2273" "GLYCEROPHOSPHOLIPID_BIOSYNTHESIS" "ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG" "7" NA
"2274" "GLYCEROPHOSPHOLIPID_BIOSYNTHESIS" "ACYL_CHAIN_REMODELLING_OF_PI" "7" NA
"2275" "GLYCEROPHOSPHOLIPID_BIOSYNTHESIS" "ACYL_CHAIN_REMODELLING_OF_PG" "7" NA
"2276" "GLYCEROPHOSPHOLIPID_BIOSYNTHESIS" "SYNTHESIS_OF_CL" "7" NA
"2277" "GLYCEROPHOSPHOLIPID_BIOSYNTHESIS" "SYNTHESIS_OF_PS" "7" NA
"2278" "GLYCEROPHOSPHOLIPID_BIOSYNTHESIS" "HYDROLYSIS_OF_LPC" "7" NA
"2279" "GLYCEROPHOSPHOLIPID_BIOSYNTHESIS" "SYNTHESIS_OF_PG" "7" NA
"2280" "GLYCEROPHOSPHOLIPID_BIOSYNTHESIS" "HYDROLYSIS_OF_LPE" "7" NA
"2281" "GLYCEROPHOSPHOLIPID_BIOSYNTHESIS" "SYNTHESIS_OF_PA" "7" NA
"2282" "GLYCEROPHOSPHOLIPID_BIOSYNTHESIS" "SYNTHESIS_OF_PC" "7" NA
"2283" "GLYCEROPHOSPHOLIPID_BIOSYNTHESIS" "PI_AND_PC_TRANSPORT_BETWEEN_ER_AND_GOLGI_MEMBRANES" "7" NA
"2284" "GLYCEROPHOSPHOLIPID_BIOSYNTHESIS" "SYNTHESIS_OF_PE" "7" NA
"2285" "GLYCEROPHOSPHOLIPID_BIOSYNTHESIS" "SYNTHESIS_OF_PI" "7" NA
"2286" "PHOSPHOLIPID_METABOLISM" "PI_METABOLISM" "6" NA
"2287" "PI_METABOLISM" "PI_AND_PC_TRANSPORT_BETWEEN_ER_AND_GOLGI_MEMBRANES" "7" NA
"2288" "PI_METABOLISM" "SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE" "7" NA
"2289" "PI_METABOLISM" "SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE" "7" NA
"2290" "PI_METABOLISM" "SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE" "7" NA
"2291" "PI_METABOLISM" "SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE" "7" NA
"2292" "PI_METABOLISM" "SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE" "7" NA
"2293" "PI_METABOLISM" "GLYCEROPHOSPHOLIPID_CATABOLISM" "7" NA
"2294" "PI_METABOLISM" "SYNTHESIS_OF_PIPS_IN_THE_NUCLEUS" "7" NA
"2295" "METABOLISM_OF_LIPIDS" "REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA" "5" NA
"2296" "METABOLISM_OF_LIPIDS" "SPHINGOLIPID_METABOLISM" "5" NA
"2297" "SPHINGOLIPID_METABOLISM" "SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS" "6" NA
"2298" "SPHINGOLIPID_METABOLISM" "GLYCOSPHINGOLIPID_METABOLISM" "6" NA
"2299" "METABOLISM_OF_LIPIDS" "KETONE_BODY_METABOLISM" "5" NA
"2300" "KETONE_BODY_METABOLISM" "UTILIZATION_OF_KETONE_BODIES" "6" NA
"2301" "KETONE_BODY_METABOLISM" "SYNTHESIS_OF_KETONE_BODIES" "6" NA
"2302" "METABOLISM_OF_LIPIDS" "WAX_AND_PLASMALOGEN_BIOSYNTHESIS" "5" NA
"2303" "WAX_AND_PLASMALOGEN_BIOSYNTHESIS" "PLASMALOGEN_BIOSYNTHESIS" "6" NA
"2304" "WAX_AND_PLASMALOGEN_BIOSYNTHESIS" "WAX_BIOSYNTHESIS" "6" NA
"2305" "METABOLISM_OF_LIPIDS" "METABOLISM_OF_STEROIDS" "5" NA
"2306" "METABOLISM_OF_STEROIDS" "REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF" "6" NA
"2307" "METABOLISM_OF_STEROIDS" "CHOLESTEROL_BIOSYNTHESIS" "6" NA
"2308" "CHOLESTEROL_BIOSYNTHESIS" "CHOLESTEROL_BIOSYNTHESIS_VIA_DESMOSTEROL" "7" NA
"2309" "CHOLESTEROL_BIOSYNTHESIS" "CHOLESTEROL_BIOSYNTHESIS_VIA_LATHOSTEROL" "7" NA
"2310" "METABOLISM_OF_STEROIDS" "BILE_ACID_AND_BILE_SALT_METABOLISM" "6" NA
