"level1" "level2" "level3" "level4" "level5" "level6" "level7" "level8" "level9" "level10" "level11" "level12" "level13" "value"
"217" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "TRANSCRIPTION COUPLED NUCLEOTIDE EXCISION REPAIR TC NER" "DUAL INCISION IN TC NER" "" "" "" "" "" "" "" "" 65
"218" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "DUAL INCISION IN GG NER" "" "" "" "" "" "" "" "" 41
"219" "IN REACTOME HIERARCHIE" "immune system" "adaptive immune system" "SIGNALING BY THE B CELL RECEPTOR BCR" "DOWNSTREAM SIGNALING EVENTS OF B CELL RECEPTOR BCR" "" "" "" "" "" "" "" "" 75
"220" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RECEPTOR TYROSINE KINASES" "signaling by erbb2" "DOWNREGULATION OF ERBB2 SIGNALING" "" "" "" "" "" "" "" "" 23
"221" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR SENESCENCE" "DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE" "" "" "" "" "" "" "" "" 62
"222" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "DNA DAMAGE RECOGNITION IN GG NER" "" "" "" "" "" "" "" "" 38
"223" "IN REACTOME HIERARCHIE" "hemostasis" "PLATELET ACTIVATION SIGNALING AND AGGREGATION" "" "" "" "" "" "" "" "" "" "" 228
"224" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "" "" "" "" "" "" "" "" "" 200
"225" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "nucleosome assembly" "DEPOSITION OF NEW CENPA CONTAINING NUCLEOSOMES AT THE CENTROMERE" "" "" "" "" "" "" "" "" 58
"226" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by hedgehog" "hedgehog 'off' state" "DEGRADATION OF GLI1 BY THE PROTEASOME" "" "" "" "" "" "" "" "" 56
"227" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "DEGRADATION OF DVL" "" "" "" "" "" "" "" "" 54
"228" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "DEGRADATION OF AXIN" "" "" "" "" "" "" "" "" 53
"229" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "TRNA AMINOACYLATION" "CYTOSOLIC TRNA AMINOACYLATION" "" "" "" "" "" "" "" "" 24
"230" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO CHEMICAL STRESS" "CYTOPROTECTION BY HMOX1" "" "" "" "" "" "" "" "" 109
"231" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "S PHASE" "CYCLIN A CDK2 ASSOCIATED EVENTS AT S PHASE ENTRY" "" "" "" "" "" "" "" "" 83
"232" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "COLLAGEN FORMATION" "ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES" "CROSSLINKING OF COLLAGEN FIBRILS" "" "" "" "" "" "" "" "" 15
"233" "IN REACTOME HIERARCHIE" "metabolism of proteins" "PROTEIN FOLDING" "chaperonin mediated protein folding" "COOPERATION OF PDCL PHLP1 AND TRIC CCT IN G PROTEIN BETA FOLDING" "" "" "" "" "" "" "" "" 25
"234" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "COLLAGEN FORMATION" "COLLAGEN BIOSYNTHESIS AND MODIFYING ENZYMES" "COLLAGEN CHAIN TRIMERIZATION" "" "" "" "" "" "" "" "" 39
"235" "IN REACTOME HIERARCHIE" "immune system" "INNATE IMMUNE SYSTEM" "C TYPE LECTIN RECEPTORS CLRS" "CLEC7A DECTIN 1 SIGNALING" "" "" "" "" "" "" "" "" 92
"236" "IN REACTOME HIERARCHIE" "metabolism" "THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT" "PYRUVATE METABOLISM AND CITRIC ACID TCA CYCLE" "CITRIC ACID CYCLE TCA CYCLE" "" "" "" "" "" "" "" "" 20
"237" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "glycosaminoglycan metabolism" "CHONDROITIN SULFATE DERMATAN SULFATE METABOLISM" "" "" "" "" "" "" "" "" 42
"238" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "DNA REPLICATION PRE INITIATION" "ASSEMBLY OF THE PRE REPLICATIVE COMPLEX" "CDC6 ASSOCIATION WITH THE ORC ORIGIN COMPLEX" "" "" "" "" "" "" "" "" 11
"239" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "POSITIVE EPIGENETIC REGULATION OF RRNA EXPRESSION" "B WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION" "" "" "" "" "" "" "" "" 69
"240" "IN REACTOME HIERARCHIE" "metabolism of proteins" "PROTEIN FOLDING" "chaperonin mediated protein folding" "ASSOCIATION OF TRIC CCT WITH TARGET PROTEINS DURING BIOSYNTHESIS" "" "" "" "" "" "" "" "" 37
"241" "IN REACTOME HIERARCHIE" "PROGRAMMED CELL DEATH" "APOPTOSIS" "APOPTOTIC EXECUTION PHASE" "APOPTOSIS INDUCED DNA FRAGMENTATION" "" "" "" "" "" "" "" "" 13
"242" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "regulation of mitotic cell cycle" "APC C MEDIATED DEGRADATION OF CELL CYCLE PROTEINS" "" "" "" "" "" "" "" "" 84
"243" "IN REACTOME HIERARCHIE" "immune system" "CYTOKINE SIGNALING IN IMMUNE SYSTEM" "interferon signaling" "ANTIVIRAL MECHANISM BY IFN STIMULATED GENES" "" "" "" "" "" "" "" "" 70
"244" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "COLLAGEN FORMATION" "ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES" "ANCHORING FIBRIL FORMATION" "" "" "" "" "" "" "" "" 13
"245" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO STARVATION" "" "" "" "" "" "" "" "" "" 145
"246" "IN REACTOME HIERARCHIE" "signal transduction" "intracellular signaling by second messengers" "pip3 activates akt signaling" "AKT PHOSPHORYLATES TARGETS IN THE CYTOSOL" "" "" "" "" "" "" "" "" 14
"247" "IN REACTOME HIERARCHIE" "AUTOPHAGY" "macroautophagy" "SELECTIVE AUTOPHAGY" "AGGREPHAGY" "" "" "" "" "" "" "" "" 30
"248" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "TRANSMISSION ACROSS CHEMICAL SYNAPSES" "NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION" "ACTIVATION OF NMDA RECEPTORS AND POSTSYNAPTIC EVENTS" "" "" "" "" "" "" "" "" 66
"249" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G2 M CHECKPOINTS" "ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS" "" "" "" "" "" "" "" "" 37
"250" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "TRNA AMINOACYLATION" "" "" "" "" "" "" "" "" "" 41
"251" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA" "TRANSPORT OF MATURE TRANSCRIPT TO CYTOPLASM" "" "" "" "" "" "" "" "" "" 77
"252" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE" "" "" "" "" "" "" "" "" "" 39
"253" "IN REACTOME HIERARCHIE" "gene expression transcription" "GENE SILENCING BY RNA" "TRANSCRIPTIONAL REGULATION BY SMALL RNAS" "" "" "" "" "" "" "" "" "" 85
"254" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "TRANSCRIPTION COUPLED NUCLEOTIDE EXCISION REPAIR TC NER" "" "" "" "" "" "" "" "" "" 78
"255" "IN REACTOME HIERARCHIE" "immune system" "CYTOKINE SIGNALING IN IMMUNE SYSTEM" "TNFR2 NON CANONICAL NF KB PATHWAY" "" "" "" "" "" "" "" "" "" 68
"256" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "TELOMERE MAINTENANCE" "" "" "" "" "" "" "" "" "" 93
"257" "IN REACTOME HIERARCHIE" "immune system" "adaptive immune system" "TCR SIGNALING" "" "" "" "" "" "" "" "" "" 95
"258" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "NON INTEGRIN MEMBRANE ECM INTERACTIONS" "SYNDECAN INTERACTIONS" "" "" "" "" "" "" "" "" "" 27
"259" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "SWITCHING OF ORIGINS TO A POST REPLICATIVE STATE" "" "" "" "" "" "" "" "" "" 87
"260" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "SUMOYLATION" "" "" "" "" "" "" "" "" "" 169
"261" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "ION CHANNEL TRANSPORT" "STIMULI SENSING CHANNELS" "" "" "" "" "" "" "" "" "" 63
"262" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "SRP DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE" "" "" "" "" "" "" "" "" "" 106
"263" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "metabolism of non coding rna" "SNRNP ASSEMBLY" "" "" "" "" "" "" "" "" "" 50
"264" "IN REACTOME HIERARCHIE" "immune system" "adaptive immune system" "SIGNALING BY THE B CELL RECEPTOR BCR" "" "" "" "" "" "" "" "" "" 98
"265" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NUCLEAR RECEPTORS" "SIGNALING BY RETINOIC ACID" "" "" "" "" "" "" "" "" "" 33
"266" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RECEPTOR TYROSINE KINASES" "SIGNALING BY PDGF" "" "" "" "" "" "" "" "" "" 57
"267" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RECEPTOR TYROSINE KINASES" "SIGNALING BY NTRKS" "" "" "" "" "" "" "" "" "" 117
"268" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RECEPTOR TYROSINE KINASES" "" "" "" "" "" "" "" "" "" "" 456
"269" "IN REACTOME HIERARCHIE" "immune system" "CYTOKINE SIGNALING IN IMMUNE SYSTEM" "SIGNALING BY INTERLEUKINS" "" "" "" "" "" "" "" "" "" 346
"270" "IN REACTOME HIERARCHIE" "" "" "" "" "" "" "" "" "" "" "" "" -Inf
"271" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by tgfb family members" "SIGNALING BY ACTIVIN" "" "" "" "" "" "" "" "" "" 10
"272" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF AMINO ACIDS AND DERIVATIVES" "SELENOAMINO ACID METABOLISM" "" "" "" "" "" "" "" "" "" 109
"273" "IN REACTOME HIERARCHIE" "AUTOPHAGY" "macroautophagy" "SELECTIVE AUTOPHAGY" "" "" "" "" "" "" "" "" "" 66
"274" "IN REACTOME HIERARCHIE" "vesicle mediated transport" "binding and uptake of ligands by scavenger receptors" "SCAVENGING BY CLASS A RECEPTORS" "" "" "" "" "" "" "" "" "" 12
"275" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "S PHASE" "" "" "" "" "" "" "" "" "" 159
"276" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "RNA POLYMERASE II TRANSCRIPTION TERMINATION" "" "" "" "" "" "" "" "" "" 63
"277" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "RNA POLYMERASE II TRANSCRIBES SNRNA GENES" "" "" "" "" "" "" "" "" "" 72
"278" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE I TRANSCRIPTION" "RNA POLYMERASE I TRANSCRIPTION TERMINATION" "" "" "" "" "" "" "" "" "" 29
"279" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "RMTS METHYLATE HISTONE ARGININES" "" "" "" "" "" "" "" "" "" 60
"280" "IN REACTOME HIERARCHIE" "DNA REPAIR" "BASE EXCISION REPAIR" "RESOLUTION OF ABASIC SITES AP SITES" "" "" "" "" "" "" "" "" "" 36
"281" "IN REACTOME HIERARCHIE" "metabolism" "INTEGRATION OF ENERGY METABOLISM" "REGULATION OF INSULIN SECRETION" "" "" "" "" "" "" "" "" "" 55
"282" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "RECOGNITION OF DNA DAMAGE BY PCNA CONTAINING REPLICATION COMPLEX" "" "" "" "" "" "" "" "" "" 30
"283" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "PROTEIN PROTEIN INTERACTIONS AT SYNAPSES" "RECEPTOR TYPE TYROSINE PROTEIN PHOSPHATASES" "" "" "" "" "" "" "" "" "" 13
"284" "IN REACTOME HIERARCHIE" "metabolism" "THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT" "PYRUVATE METABOLISM AND CITRIC ACID TCA CYCLE" "" "" "" "" "" "" "" "" "" 47
"285" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "PROTEIN UBIQUITINATION" "" "" "" "" "" "" "" "" "" 77
"286" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NOTCH" "PRE NOTCH EXPRESSION AND PROCESSING" "" "" "" "" "" "" "" "" "" 81
"287" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "PRC2 METHYLATES HISTONES AND DNA" "" "" "" "" "" "" "" "" "" 53
"288" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "POSITIVE EPIGENETIC REGULATION OF RRNA EXPRESSION" "" "" "" "" "" "" "" "" "" 83
"289" "IN REACTOME HIERARCHIE" "hemostasis" "PLATELET HOMEOSTASIS" "PLATELET CALCIUM HOMEOSTASIS" "" "" "" "" "" "" "" "" "" 22
"290" "IN REACTOME HIERARCHIE" "hemostasis" "PLATELET ACTIVATION SIGNALING AND AGGREGATION" "PLATELET AGGREGATION PLUG FORMATION" "" "" "" "" "" "" "" "" "" 27
"291" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "plasma lipoprotein assembly remodeling and clearance" "PLASMA LIPOPROTEIN ASSEMBLY" "" "" "" "" "" "" "" "" "" 9
"292" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "PKMTS METHYLATE HISTONE LYSINES" "" "" "" "" "" "" "" "" "" 64
"293" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "" "" "" "" "" "" "" "" "" "" 1157
"294" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "NONHOMOLOGOUS END JOINING NHEJ" "" "" "" "" "" "" "" "" "" 58
"295" "IN REACTOME HIERARCHIE" "immune system" "INNATE IMMUNE SYSTEM" "NEUTROPHIL DEGRANULATION" "" "" "" "" "" "" "" "" "" 365
"296" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "TRANSMISSION ACROSS CHEMICAL SYNAPSES" "NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION" "" "" "" "" "" "" "" "" "" 126
"297" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "PROTEIN PROTEIN INTERACTIONS AT SYNAPSES" "NEUREXINS AND NEUROLIGINS" "" "" "" "" "" "" "" "" "" 37
"298" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION" "" "" "" "" "" "" "" "" "" 87
"299" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "NEDDYLATION" "" "" "" "" "" "" "" "" "" 211
"300" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA" "MRNA SPLICING" "" "" "" "" "" "" "" "" "" 186
"301" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "ELASTIC FIBRE FORMATION" "MOLECULES ASSOCIATED WITH ELASTIC FIBRES" "" "" "" "" "" "" "" "" "" 32
"302" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "MITOTIC SPINDLE CHECKPOINT" "" "" "" "" "" "" "" "" "" 109
"303" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G2 G2 M PHASES" "" "" "" "" "" "" "" "" "" 183
"304" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G1 PHASE AND G1 S TRANSITION" "" "" "" "" "" "" "" "" "" 144
"305" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "MITOCHONDRIAL TRANSLATION" "" "" "" "" "" "" "" "" "" 92
"306" "IN REACTOME HIERARCHIE" "immune system" "adaptive immune system" "MHC CLASS II ANTIGEN PRESENTATION" "" "" "" "" "" "" "" "" "" 99
"307" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF AMINO ACIDS AND DERIVATIVES" "METABOLISM OF POLYAMINES" "" "" "" "" "" "" "" "" "" 55
"308" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of vitamins and cofactors" "METABOLISM OF COFACTORS" "" "" "" "" "" "" "" "" "" 16
"309" "IN REACTOME HIERARCHIE" "signal transduction" "mapk family signaling cascades" "MAPK6 MAPK4 SIGNALING" "" "" "" "" "" "" "" "" "" 83
"310" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "" "" "" "" "" "" "" "" "" 380
"311" "IN REACTOME HIERARCHIE" "hemostasis" "FACTORS INVOLVED IN MEGAKARYOCYTE DEVELOPMENT AND PLATELET PRODUCTION" "KINESINS" "" "" "" "" "" "" "" "" "" 46
"312" "IN REACTOME HIERARCHIE" "MUSCLE CONTRACTION" "CARDIAC CONDUCTION" "ION HOMEOSTASIS" "" "" "" "" "" "" "" "" "" 45
"313" "IN REACTOME HIERARCHIE" "ORGANELLE BIOGENESIS AND MAINTENANCE" "CILIUM ASSEMBLY" "INTRAFLAGELLAR TRANSPORT" "" "" "" "" "" "" "" "" "" 44
"314" "IN REACTOME HIERARCHIE" "vesicle mediated transport" "membrane trafficking" "INTRA GOLGI AND RETROGRADE GOLGI TO ER TRAFFIC" "" "" "" "" "" "" "" "" "" 179
"315" "IN REACTOME HIERARCHIE" "immune system" "adaptive immune system" "IMMUNOREGULATORY INTERACTIONS BETWEEN A LYMPHOID AND A NON LYMPHOID CELL" "" "" "" "" "" "" "" "" "" 39
"316" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU RICH ELEMENTS" "HUR ELAVL1 BINDS AND STABILIZES MRNA" "" "" "" "" "" "" "" "" "" 7
"317" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "HOMOLOGY DIRECTED REPAIR" "" "" "" "" "" "" "" "" "" 125
"318" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by hedgehog" "HEDGEHOG LIGAND BIOGENESIS" "" "" "" "" "" "" "" "" "" 57
"319" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "HDMS DEMETHYLATE HISTONES" "" "" "" "" "" "" "" "" "" 38
"320" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "HDACS DEACETYLATE HISTONES" "" "" "" "" "" "" "" "" "" 71
"321" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "HATS ACETYLATE HISTONES" "" "" "" "" "" "" "" "" "" 119
"322" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF AMINO ACIDS AND DERIVATIVES" "GLYOXYLATE METABOLISM AND GLYCINE DEGRADATION" "" "" "" "" "" "" "" "" "" 20
"323" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "GLUCOSE METABOLISM" "" "" "" "" "" "" "" "" "" 74
"324" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "" "" "" "" "" "" "" "" "" 84
"325" "IN REACTOME HIERARCHIE" "vesicle mediated transport" "membrane trafficking" "GAP JUNCTION TRAFFICKING AND REGULATION" "" "" "" "" "" "" "" "" "" 24
"326" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G2 M CHECKPOINTS" "" "" "" "" "" "" "" "" "" 156
"327" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G1 S DNA DAMAGE CHECKPOINTS" "" "" "" "" "" "" "" "" "" 64
"328" "IN REACTOME HIERARCHIE" "immune system" "INNATE IMMUNE SYSTEM" "FC EPSILON RECEPTOR FCERI SIGNALING" "" "" "" "" "" "" "" "" "" 116
"329" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "EUKARYOTIC TRANSLATION INITIATION" "" "" "" "" "" "" "" "" "" 114
"330" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "EUKARYOTIC TRANSLATION ELONGATION" "" "" "" "" "" "" "" "" "" 87
"331" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "NERVOUS SYSTEM DEVELOPMENT" "EGR2 AND SOX10 MEDIATED INITIATION OF SCHWANN CELL MYELINATION" "" "" "" "" "" "" "" "" "" 22
"332" "IN REACTOME HIERARCHIE" "hemostasis" "PLATELET ACTIVATION SIGNALING AND AGGREGATION" "EFFECTS OF PIP2 HYDROLYSIS" "" "" "" "" "" "" "" "" "" 22
"333" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "DNA STRAND ELONGATION" "" "" "" "" "" "" "" "" "" 32
"334" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "DNA REPLICATION INITIATION" "" "" "" "" "" "" "" "" "" 8
"335" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "DNA DOUBLE STRAND BREAK RESPONSE" "" "" "" "" "" "" "" "" "" 66
"336" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "DEUBIQUITINATION" "" "" "" "" "" "" "" "" "" 253
"337" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "DEGRADATION OF BETA CATENIN BY THE DESTRUCTION COMPLEX" "" "" "" "" "" "" "" "" "" 82
"338" "IN REACTOME HIERARCHIE" "signal transduction" "intracellular signaling by second messengers" "DAG AND IP3 SIGNALING" "" "" "" "" "" "" "" "" "" 38
"339" "IN REACTOME HIERARCHIE" "ORGANELLE BIOGENESIS AND MAINTENANCE" "MITOCHONDRIAL BIOGENESIS" "CRISTAE FORMATION" "" "" "" "" "" "" "" "" "" 31
"340" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "DEGRADATION OF THE EXTRACELLULAR MATRIX" "COLLAGEN DEGRADATION" "" "" "" "" "" "" "" "" "" 54
"341" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "COLLAGEN FORMATION" "COLLAGEN BIOSYNTHESIS AND MODIFYING ENZYMES" "" "" "" "" "" "" "" "" "" 62
"342" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR SENESCENCE" "" "" "" "" "" "" "" "" "" 169
"343" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO HYPOXIA" "" "" "" "" "" "" "" "" "" 71
"344" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO HEAT STRESS" "" "" "" "" "" "" "" "" "" 94
"345" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO CHEMICAL STRESS" "" "" "" "" "" "" "" "" "" 139
"346" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "CARBOXYTERMINAL POST TRANSLATIONAL MODIFICATIONS OF TUBULIN" "" "" "" "" "" "" "" "" "" 27
"347" "IN REACTOME HIERARCHIE" "immune system" "INNATE IMMUNE SYSTEM" "C TYPE LECTIN RECEPTORS CLRS" "" "" "" "" "" "" "" "" "" 111
"348" "IN REACTOME HIERARCHIE" "DNA REPAIR" "BASE EXCISION REPAIR" "BASE EXCISION REPAIR AP SITE FORMATION" "" "" "" "" "" "" "" "" "" 45
"349" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU RICH ELEMENTS" "AUF1 HNRNP D0 BINDS AND DESTABILIZES MRNA" "" "" "" "" "" "" "" "" "" 53
"350" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "DNA REPLICATION PRE INITIATION" "ASSEMBLY OF THE PRE REPLICATIVE COMPLEX" "" "" "" "" "" "" "" "" "" 66
"351" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "COLLAGEN FORMATION" "ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES" "" "" "" "" "" "" "" "" "" 56
"352" "IN REACTOME HIERARCHIE" "PROGRAMMED CELL DEATH" "APOPTOSIS" "APOPTOTIC EXECUTION PHASE" "" "" "" "" "" "" "" "" "" 43
"353" "IN REACTOME HIERARCHIE" "ORGANELLE BIOGENESIS AND MAINTENANCE" "CILIUM ASSEMBLY" "ANCHORING OF THE BASAL BODY TO THE PLASMA MEMBRANE" "" "" "" "" "" "" "" "" "" 95
"354" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "DNA REPLICATION PRE INITIATION" "ACTIVATION OF THE PRE REPLICATIVE COMPLEX" "" "" "" "" "" "" "" "" "" 32
"355" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "ABC FAMILY PROTEINS MEDIATED TRANSPORT" "" "" "" "" "" "" "" "" "" "" 96
