"level1" "level2" "level3" "level4" "level5" "level6" "level7" "level8" "level9" "level10" "level11" "level12" "level13" "value"
"236" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "plasma lipoprotein assembly remodeling and clearance" "PLASMA LIPOPROTEIN ASSEMBLY" "" "" "" "" "" "" "" "" "" 9
"237" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION" "" "" "" "" "" "" "" "" "" 88
"238" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA" "MRNA SPLICING" "" "" "" "" "" "" "" "" "" 186
"239" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "MITOCHONDRIAL TRANSLATION" "" "" "" "" "" "" "" "" "" 92
"240" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF AMINO ACIDS AND DERIVATIVES" "METABOLISM OF POLYAMINES" "" "" "" "" "" "" "" "" "" 55
"241" "IN REACTOME HIERARCHIE" "vesicle mediated transport" "membrane trafficking" "INTRA GOLGI AND RETROGRADE GOLGI TO ER TRAFFIC" "" "" "" "" "" "" "" "" "" 179
"242" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "HOMOLOGY DIRECTED REPAIR" "" "" "" "" "" "" "" "" "" 125
"243" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by hedgehog" "HEDGEHOG LIGAND BIOGENESIS" "" "" "" "" "" "" "" "" "" 57
"244" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G2 M CHECKPOINTS" "" "" "" "" "" "" "" "" "" 154
"245" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "EUKARYOTIC TRANSLATION ELONGATION" "" "" "" "" "" "" "" "" "" 86
"246" "IN REACTOME HIERARCHIE" "hemostasis" "PLATELET ACTIVATION SIGNALING AND AGGREGATION" "EFFECTS OF PIP2 HYDROLYSIS" "" "" "" "" "" "" "" "" "" 22
"247" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "DNA STRAND ELONGATION" "" "" "" "" "" "" "" "" "" 32
"248" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "DNA DOUBLE STRAND BREAK RESPONSE" "" "" "" "" "" "" "" "" "" 67
"249" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "DEUBIQUITINATION" "" "" "" "" "" "" "" "" "" 252
"250" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "DEGRADATION OF BETA CATENIN BY THE DESTRUCTION COMPLEX" "" "" "" "" "" "" "" "" "" 82
"251" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR SENESCENCE" "" "" "" "" "" "" "" "" "" 170
"252" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "DNA REPLICATION PRE INITIATION" "ASSEMBLY OF THE PRE REPLICATIVE COMPLEX" "" "" "" "" "" "" "" "" "" 66
"253" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "RRNA PROCESSING" "" "" "" "" "" "" "" "" "" "" 193
"254" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE I TRANSCRIPTION" "" "" "" "" "" "" "" "" "" "" 90
"255" "IN REACTOME HIERARCHIE" "hemostasis" "PLATELET HOMEOSTASIS" "" "" "" "" "" "" "" "" "" "" 66
"256" "IN REACTOME HIERARCHIE" "metabolism of proteins" "PEPTIDE HORMONE METABOLISM" "" "" "" "" "" "" "" "" "" "" 45
"257" "IN REACTOME HIERARCHIE" "metabolism" "INTEGRATION OF ENERGY METABOLISM" "" "" "" "" "" "" "" "" "" "" 81
"258" "IN REACTOME HIERARCHIE" "ORGANELLE BIOGENESIS AND MAINTENANCE" "CILIUM ASSEMBLY" "" "" "" "" "" "" "" "" "" "" 180
"259" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "" "" "" "" "" "" "" "" "" "" "" 637
"260" "IN REACTOME HIERARCHIE" "gene expression transcription" "GENE SILENCING BY RNA" "TRANSCRIPTIONAL REGULATION BY SMALL RNAS" "" "" "" "" "" "" "" "" "" 86
"261" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "TELOMERE MAINTENANCE" "" "" "" "" "" "" "" "" "" 95
"262" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "ION CHANNEL TRANSPORT" "STIMULI SENSING CHANNELS" "" "" "" "" "" "" "" "" "" 63
"263" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "SRP DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE" "" "" "" "" "" "" "" "" "" 106
"264" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "metabolism of non coding rna" "SNRNP ASSEMBLY" "" "" "" "" "" "" "" "" "" 50
"265" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "RNA POLYMERASE II TRANSCRIPTION TERMINATION" "" "" "" "" "" "" "" "" "" 63
"266" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "RNA POLYMERASE II TRANSCRIBES SNRNA GENES" "" "" "" "" "" "" "" "" "" 72
"267" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE I TRANSCRIPTION" "RNA POLYMERASE I TRANSCRIPTION TERMINATION" "" "" "" "" "" "" "" "" "" 29
"268" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "RMTS METHYLATE HISTONE ARGININES" "" "" "" "" "" "" "" "" "" 64
"269" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "RECOGNITION OF DNA DAMAGE BY PCNA CONTAINING REPLICATION COMPLEX" "" "" "" "" "" "" "" "" "" 30
"270" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "PROTEIN PROTEIN INTERACTIONS AT SYNAPSES" "RECEPTOR TYPE TYROSINE PROTEIN PHOSPHATASES" "" "" "" "" "" "" "" "" "" 13
"271" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRONLESS PRE MRNA" "PROCESSING OF INTRONLESS PRE MRNAS" "" "" "" "" "" "" "" "" "" 19
"272" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "PRC2 METHYLATES HISTONES AND DNA" "" "" "" "" "" "" "" "" "" 54
"273" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "POSITIVE EPIGENETIC REGULATION OF RRNA EXPRESSION" "" "" "" "" "" "" "" "" "" 85
"274" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "PKMTS METHYLATE HISTONE LYSINES" "" "" "" "" "" "" "" "" "" 64
"275" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "NONHOMOLOGOUS END JOINING NHEJ" "" "" "" "" "" "" "" "" "" 58
"276" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "PROTEIN PROTEIN INTERACTIONS AT SYNAPSES" "NEUREXINS AND NEUROLIGINS" "" "" "" "" "" "" "" "" "" 37
"277" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "NEDDYLATION" "" "" "" "" "" "" "" "" "" 211
"278" "IN REACTOME HIERARCHIE" "immune system" "adaptive immune system" "MHC CLASS II ANTIGEN PRESENTATION" "" "" "" "" "" "" "" "" "" 92
"279" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "" "" "" "" "" "" "" "" "" 378
"280" "IN REACTOME HIERARCHIE" "hemostasis" "FACTORS INVOLVED IN MEGAKARYOCYTE DEVELOPMENT AND PLATELET PRODUCTION" "KINESINS" "" "" "" "" "" "" "" "" "" 46
"281" "IN REACTOME HIERARCHIE" "MUSCLE CONTRACTION" "CARDIAC CONDUCTION" "ION HOMEOSTASIS" "" "" "" "" "" "" "" "" "" 45
"282" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU RICH ELEMENTS" "" "" "" "" "" "" "" "" "" "" 83
"283" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "HDMS DEMETHYLATE HISTONES" "" "" "" "" "" "" "" "" "" 42
"284" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "HDACS DEACETYLATE HISTONES" "" "" "" "" "" "" "" "" "" 75
"285" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "HATS ACETYLATE HISTONES" "" "" "" "" "" "" "" "" "" 122
"286" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "" "" "" "" "" "" "" "" "" 84
"287" "IN REACTOME HIERARCHIE" "ORGANELLE BIOGENESIS AND MAINTENANCE" "mitochondrial biogenesis" "CRISTAE FORMATION" "" "" "" "" "" "" "" "" "" 31
"288" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "DEGRADATION OF THE EXTRACELLULAR MATRIX" "COLLAGEN DEGRADATION" "" "" "" "" "" "" "" "" "" 49
"289" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU RICH ELEMENTS" "AUF1 HNRNP D0 BINDS AND DESTABILIZES MRNA" "" "" "" "" "" "" "" "" "" 53
"290" "IN REACTOME HIERARCHIE" "ORGANELLE BIOGENESIS AND MAINTENANCE" "CILIUM ASSEMBLY" "ANCHORING OF THE BASAL BODY TO THE PLASMA MEMBRANE" "" "" "" "" "" "" "" "" "" 95
"291" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "DNA REPLICATION PRE INITIATION" "ACTIVATION OF THE PRE REPLICATIVE COMPLEX" "" "" "" "" "" "" "" "" "" 32
"292" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "" "" "" "" "" "" "" "" "" "" 283
"293" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "PROTEIN PROTEIN INTERACTIONS AT SYNAPSES" "" "" "" "" "" "" "" "" "" "" 58
"294" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRONLESS PRE MRNA" "" "" "" "" "" "" "" "" "" "" 28
"295" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA" "" "" "" "" "" "" "" "" "" "" 234
"296" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "NONSENSE MEDIATED DECAY NMD" "" "" "" "" "" "" "" "" "" "" 109
"297" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "NON INTEGRIN MEMBRANE ECM INTERACTIONS" "" "" "" "" "" "" "" "" "" "" 55
"298" "IN REACTOME HIERARCHIE" "ORGANELLE BIOGENESIS AND MAINTENANCE" "" "" "" "" "" "" "" "" "" "" "" 270
"299" "IN REACTOME HIERARCHIE" "DNA REPAIR" "MISMATCH REPAIR" "" "" "" "" "" "" "" "" "" "" 15
"300" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "ION CHANNEL TRANSPORT" "" "" "" "" "" "" "" "" "" "" 118
"301" "IN REACTOME HIERARCHIE" "metabolism" "INOSITOL PHOSPHATE METABOLISM" "" "" "" "" "" "" "" "" "" "" 37
"302" "IN REACTOME HIERARCHIE" "gene expression transcription" "GENE SILENCING BY RNA" "" "" "" "" "" "" "" "" "" "" 107
"303" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "" "" "" "" "" "" "" "" "" "" 126
"304" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "DEGRADATION OF THE EXTRACELLULAR MATRIX" "" "" "" "" "" "" "" "" "" "" 97
"305" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "DEADENYLATION DEPENDENT MRNA DECAY" "" "" "" "" "" "" "" "" "" "" 55
"306" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "" "" "" "" "" "" "" "" "" "" 122
"307" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "" "" "" "" "" "" "" "" "" "" 515
"308" "IN REACTOME HIERARCHIE" "MUSCLE CONTRACTION" "CARDIAC CONDUCTION" "" "" "" "" "" "" "" "" "" "" 79
"309" "IN REACTOME HIERARCHIE" "REPRODUCTION" "" "" "" "" "" "" "" "" "" "" "" 95
"310" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "" "" "" "" "" "" "" "" "" "" "" 237
"311" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "" "" "" "" "" "" "" "" "" "" "" 123
"312" "IN REACTOME HIERARCHIE" "DNA REPAIR" "" "" "" "" "" "" "" "" "" "" "" 312
"313" "IN REACTOME HIERARCHIE" "developmental biology" "TRANSCRIPTIONAL REGULATION OF GRANULOPOIESIS" "" "" "" "" "" "" "" "" "" "" 66
"314" "IN REACTOME HIERARCHIE" "MUSCLE CONTRACTION" "STRIATED MUSCLE CONTRACTION" "" "" "" "" "" "" "" "" "" "" 27
"315" "IN REACTOME HIERARCHIE" "MUSCLE CONTRACTION" "SMOOTH MUSCLE CONTRACTION" "" "" "" "" "" "" "" "" "" "" 33
"316" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "" "" "" "" "" "" "" "" "" "" 110
"317" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "MRNA CAPPING" "" "" "" "" "" "" "" "" "" "" 29
"318" "IN REACTOME HIERARCHIE" "protein localization" "MITOCHONDRIAL PROTEIN IMPORT" "" "" "" "" "" "" "" "" "" "" 62
"319" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "LAMININ INTERACTIONS" "" "" "" "" "" "" "" "" "" "" 29
"320" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "INTEGRIN CELL SURFACE INTERACTIONS" "" "" "" "" "" "" "" "" "" "" 65
"321" "IN REACTOME HIERARCHIE" "hemostasis" "FACTORS INVOLVED IN MEGAKARYOCYTE DEVELOPMENT AND PLATELET PRODUCTION" "" "" "" "" "" "" "" "" "" "" 124
"322" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "ECM PROTEOGLYCANS" "" "" "" "" "" "" "" "" "" "" 62
"323" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "DNA REPLICATION PRE INITIATION" "" "" "" "" "" "" "" "" "" "" 82
"324" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "" "" "" "" "" "" "" "" "" "" 154
"325" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "" "" "" "" "" "" "" "" "" "" 48
"326" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "" "" "" "" "" "" "" "" "" "" 244
"327" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "" "" "" "" "" "" "" "" "" "" 274
"328" "IN REACTOME HIERARCHIE" "DNA REPAIR" "BASE EXCISION REPAIR" "" "" "" "" "" "" "" "" "" "" 73
"329" "NOT IN REACTOME HIERARCHIE" "VIRAL MESSENGER RNA SYNTHESIS" "" "" "" "" "" "" "" "" "" "" "" 42
"330" "NOT IN REACTOME HIERARCHIE" "TRNA PROCESSING IN THE NUCLEUS" "" "" "" "" "" "" "" "" "" "" "" 55
"331" "NOT IN REACTOME HIERARCHIE" "TRNA PROCESSING" "" "" "" "" "" "" "" "" "" "" "" 102
"332" "NOT IN REACTOME HIERARCHIE" "TRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL" "" "" "" "" "" "" "" "" "" "" "" 41
"333" "NOT IN REACTOME HIERARCHIE" "" "" "" "" "" "" "" "" "" "" "" "" -Inf
"334" "NOT IN REACTOME HIERARCHIE" "TRANSCRIPTIONAL REGULATION OF PLURIPOTENT STEM CELLS" "" "" "" "" "" "" "" "" "" "" "" 14
"335" "NOT IN REACTOME HIERARCHIE" "TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1" "" "" "" "" "" "" "" "" "" "" "" 16
"336" "NOT IN REACTOME HIERARCHIE" "TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY DREAM COMPLEX" "" "" "" "" "" "" "" "" "" "" "" 19
"337" "NOT IN REACTOME HIERARCHIE" "SLC TRANSPORTER DISORDERS" "" "" "" "" "" "" "" "" "" "" "" 63
"338" "NOT IN REACTOME HIERARCHIE" "SCF SKP2 MEDIATED DEGRADATION OF P27 P21" "" "" "" "" "" "" "" "" "" "" "" 56
"339" "NOT IN REACTOME HIERARCHIE" "RRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL" "" "" "" "" "" "" "" "" "" "" "" 59
"340" "NOT IN REACTOME HIERARCHIE" "RESPONSE TO ELEVATED PLATELET CYTOSOLIC CA2" "" "" "" "" "" "" "" "" "" "" "" 99
"341" "NOT IN REACTOME HIERARCHIE" "RESPONSE OF MTB TO PHAGOCYTOSIS" "" "" "" "" "" "" "" "" "" "" "" 21
"342" "NOT IN REACTOME HIERARCHIE" "RESPONSE OF EIF2AK4 GCN2 TO AMINO ACID DEFICIENCY" "" "" "" "" "" "" "" "" "" "" "" 94
"343" "NOT IN REACTOME HIERARCHIE" "RESPIRATORY ELECTRON TRANSPORT ATP SYNTHESIS BY CHEMIOSMOTIC COUPLING AND HEAT PRODUCTION BY UNCOUPLING PROTEINS" "" "" "" "" "" "" "" "" "" "" "" 120
"344" "NOT IN REACTOME HIERARCHIE" "RESOLUTION OF D LOOP STRUCTURES THROUGH SYNTHESIS DEPENDENT STRAND ANNEALING SDSA" "" "" "" "" "" "" "" "" "" "" "" 26
"345" "NOT IN REACTOME HIERARCHIE" "REDUCTION OF CYTOSOLIC CA LEVELS" "" "" "" "" "" "" "" "" "" "" "" 10
"346" "NOT IN REACTOME HIERARCHIE" "PHASE 2 PLATEAU PHASE" "" "" "" "" "" "" "" "" "" "" "" 6
"347" "NOT IN REACTOME HIERARCHIE" "NUCLEOBASE BIOSYNTHESIS" "" "" "" "" "" "" "" "" "" "" "" 15
"348" "NOT IN REACTOME HIERARCHIE" "NUCLEAR IMPORT OF REV PROTEIN" "" "" "" "" "" "" "" "" "" "" "" 32
"349" "NOT IN REACTOME HIERARCHIE" "NS1 MEDIATED EFFECTS ON HOST PATHWAYS" "" "" "" "" "" "" "" "" "" "" "" 37
"350" "NOT IN REACTOME HIERARCHIE" "NOTCH4 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION" "" "" "" "" "" "" "" "" "" "" "" 19
"351" "IN REACTOME HIERARCHIE" "MUSCLE CONTRACTION" "" "" "" "" "" "" "" "" "" "" "" 134
"352" "NOT IN REACTOME HIERARCHIE" "MRNA SPLICING MINOR PATHWAY" "" "" "" "" "" "" "" "" "" "" "" 52
"353" "NOT IN REACTOME HIERARCHIE" "INTERCONVERSION OF NUCLEOTIDE DI AND TRIPHOSPHATES" "" "" "" "" "" "" "" "" "" "" "" 24
"354" "NOT IN REACTOME HIERARCHIE" "INTERACTIONS OF VPR WITH HOST CELLULAR PROTEINS" "" "" "" "" "" "" "" "" "" "" "" 34
"355" "NOT IN REACTOME HIERARCHIE" "INTERACTIONS OF REV WITH HOST CELLULAR PROTEINS" "" "" "" "" "" "" "" "" "" "" "" 35
"356" "NOT IN REACTOME HIERARCHIE" "GENE AND PROTEIN EXPRESSION BY JAK STAT SIGNALING AFTER INTERLEUKIN 12 STIMULATION" "" "" "" "" "" "" "" "" "" "" "" 32
"357" "NOT IN REACTOME HIERARCHIE" "G1 S SPECIFIC TRANSCRIPTION" "" "" "" "" "" "" "" "" "" "" "" 28
"358" "NOT IN REACTOME HIERARCHIE" "FORMATION OF RNA POL II ELONGATION COMPLEX" "" "" "" "" "" "" "" "" "" "" "" 56
"359" "NOT IN REACTOME HIERARCHIE" "FOLDING OF ACTIN BY CCT TRIC" "" "" "" "" "" "" "" "" "" "" "" 9
"360" "NOT IN REACTOME HIERARCHIE" "FGFR1 MUTANT RECEPTOR ACTIVATION" "" "" "" "" "" "" "" "" "" "" "" 23
"361" "NOT IN REACTOME HIERARCHIE" "FCGR3A MEDIATED IL10 SYNTHESIS" "" "" "" "" "" "" "" "" "" "" "" 29
"362" "NOT IN REACTOME HIERARCHIE" "EXPORT OF VIRAL RIBONUCLEOPROTEINS FROM NUCLEUS" "" "" "" "" "" "" "" "" "" "" "" 31
"363" "NOT IN REACTOME HIERARCHIE" "ERCC6 CSB AND EHMT2 G9A POSITIVELY REGULATE RRNA EXPRESSION" "" "" "" "" "" "" "" "" "" "" "" 57
"364" "NOT IN REACTOME HIERARCHIE" "ELEVATION OF CYTOSOLIC CA2 LEVELS" "" "" "" "" "" "" "" "" "" "" "" 12
"365" "NOT IN REACTOME HIERARCHIE" "DNA METHYLATION" "" "" "" "" "" "" "" "" "" "" "" 45
"366" "NOT IN REACTOME HIERARCHIE" "DISORDERS OF TRANSMEMBRANE TRANSPORTERS" "" "" "" "" "" "" "" "" "" "" "" 128
"367" "NOT IN REACTOME HIERARCHIE" "DEFECTIVE CFTR CAUSES CYSTIC FIBROSIS" "" "" "" "" "" "" "" "" "" "" "" 57
"368" "NOT IN REACTOME HIERARCHIE" "COOPERATION OF PREFOLDIN AND TRIC CCT IN ACTIN AND TUBULIN FOLDING" "" "" "" "" "" "" "" "" "" "" "" 25
"369" "NOT IN REACTOME HIERARCHIE" "CHK1 CHK2 CDS1 MEDIATED INACTIVATION OF CYCLIN B CDK1 COMPLEX" "" "" "" "" "" "" "" "" "" "" "" 12
"370" "NOT IN REACTOME HIERARCHIE" "CHAPERONE MEDIATED AUTOPHAGY" "" "" "" "" "" "" "" "" "" "" "" 18
"371" "NOT IN REACTOME HIERARCHIE" "CELLULAR RESPONSES TO EXTERNAL STIMULI" "" "" "" "" "" "" "" "" "" "" "" 612
"372" "IN REACTOME HIERARCHIE" "CELL CYCLE" "" "" "" "" "" "" "" "" "" "" "" 635
"373" "NOT IN REACTOME HIERARCHIE" "AMYLOID FIBER FORMATION" "" "" "" "" "" "" "" "" "" "" "" 75
"374" "NOT IN REACTOME HIERARCHIE" "ADRENALINE NORADRENALINE INHIBITS INSULIN SECRETION" "" "" "" "" "" "" "" "" "" "" "" 20
"375" "NOT IN REACTOME HIERARCHIE" "ADORA2B MEDIATED ANTI INFLAMMATORY CYTOKINES PRODUCTION" "" "" "" "" "" "" "" "" "" "" "" 58
