"level1" "level2" "level3" "level4" "level5" "level6" "level7" "level8" "level9" "level10" "level11" "level12" "level13"
"179" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>INNATE IMMUNE SYSTEM</b>" "COMPLEMENT CASCADE" "<b>ACTIVATION OF C3 AND C5</b>" "" "" "" "" "" "" "" ""
"180" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>INNATE IMMUNE SYSTEM</b>" "COMPLEMENT CASCADE" "<b>INITIAL TRIGGERING OF COMPLEMENT</b>" "" "" "" "" "" "" "" ""
"181" "<b>IN REACTOME HIERARCHIE</b>" "IMMUNE SYSTEM" "<b>INNATE IMMUNE SYSTEM</b>" "CYTOSOLIC SENSORS OF PATHOGEN ASSOCIATED DNA " "<b>REGULATION OF INNATE IMMUNE RESPONSES TO CYTOSOLIC DNA</b>" "" "" "" "" "" "" "" ""
"182" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "<b>BIOLOGICAL OXIDATIONS</b>" "PHASE I   FUNCTIONALIZATION OF COMPOUNDS" "CYTOCHROME P450   ARRANGED BY SUBSTRATE TYPE" "<b>VITAMINS</b>" "" "" "" "" "" "" ""
"183" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "<b>INOSITOL PHOSPHATE METABOLISM</b>" "" "" "" "" "" "" "" "" "" ""
"184" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "<b>INTEGRATION OF ENERGY METABOLISM</b>" "<b>REGULATION OF INSULIN SECRETION</b>" "<b>GLUCAGON LIKE PEPTIDE 1 GLP1 REGULATES INSULIN SECRETION</b>" "" "" "" "" "" "" "" ""
"185" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "<b>INTEGRATION OF ENERGY METABOLISM</b>" "GLUCAGON SIGNALING IN METABOLIC REGULATION" "<b>PKA ACTIVATION IN GLUCAGON SIGNALLING</b>" "" "" "" "" "" "" "" ""
"186" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "<b>METABOLISM OF AMINO ACIDS AND DERIVATIVES</b>" "<b>GLYOXYLATE METABOLISM AND GLYCINE DEGRADATION</b>" "" "" "" "" "" "" "" "" ""
"187" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "<b>METABOLISM OF AMINO ACIDS AND DERIVATIVES</b>" "<b>METABOLISM OF POLYAMINES</b>" "" "" "" "" "" "" "" "" ""
"188" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "<b>METABOLISM OF AMINO ACIDS AND DERIVATIVES</b>" "<b>SELENOAMINO ACID METABOLISM</b>" "" "" "" "" "" "" "" "" ""
"189" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "<b>METABOLISM OF LIPIDS</b>" "BIOSYNTHESIS OF SPECIALIZED PRORESOLVING MEDIATORS SPMS" "<b>BIOSYNTHESIS OF EPA DERIVED SPMS</b>" "" "" "" "" "" "" "" ""
"190" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "<b>METABOLISM OF LIPIDS</b>" "BIOSYNTHESIS OF SPECIALIZED PRORESOLVING MEDIATORS SPMS" "<b>SYNTHESIS OF LIPOXINS LX</b>" "" "" "" "" "" "" "" ""
"191" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "<b>METABOLISM OF LIPIDS</b>" "FATTY ACID METABOLISM" "ARACHIDONIC ACID METABOLISM" "<b>SYNTHESIS OF PROSTAGLANDINS PG AND THROMBOXANES TX</b>" "" "" "" "" "" "" ""
"192" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "<b>METABOLISM OF LIPIDS</b>" "METABOLISM OF STEROIDS" "METABOLISM OF STEROID HORMONES" "<b>GLUCOCORTICOID BIOSYNTHESIS</b>" "" "" "" "" "" "" ""
"193" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "<b>METABOLISM OF NUCLEOTIDES</b>" "NUCLEOTIDE BIOSYNTHESIS" "<b>PURINE RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHESIS</b>" "" "" "" "" "" "" "" ""
"194" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "<b>METABOLISM OF NUCLEOTIDES</b>" "NUCLEOTIDE CATABOLISM" "<b>PHOSPHATE BOND HYDROLYSIS BY NTPDASE PROTEINS</b>" "" "" "" "" "" "" "" ""
"195" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "<b>THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT</b>" "<b>PYRUVATE METABOLISM AND CITRIC ACID TCA CYCLE</b>" "<b>CITRIC ACID CYCLE TCA CYCLE</b>" "" "" "" "" "" "" "" ""
"196" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "<b>THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT</b>" "<b>PYRUVATE METABOLISM AND CITRIC ACID TCA CYCLE</b>" "<b>PYRUVATE METABOLISM</b>" "" "" "" "" "" "" "" ""
"197" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "<b>THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT</b>" "RESPIRATORY ELECTRON TRANSPORT ATP SYNTHESIS BY CHEMIOSMOTIC COUPLING AND HEAT PRODUCTION BY UNCOUPLING PROTEINS." "<b>FORMATION OF ATP BY CHEMIOSMOTIC COUPLING</b>" "" "" "" "" "" "" "" ""
"198" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "<b>THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT</b>" "RESPIRATORY ELECTRON TRANSPORT ATP SYNTHESIS BY CHEMIOSMOTIC COUPLING AND HEAT PRODUCTION BY UNCOUPLING PROTEINS." "<b>RESPIRATORY ELECTRON TRANSPORT</b>" "<b>COMPLEX I BIOGENESIS</b>" "" "" "" "" "" "" ""
"199" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "METABOLISM OF CARBOHYDRATES" "<b>GLUCOSE METABOLISM</b>" "<b>GLUCONEOGENESIS</b>" "" "" "" "" "" "" "" ""
"200" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "METABOLISM OF CARBOHYDRATES" "<b>GLUCOSE METABOLISM</b>" "<b>GLYCOLYSIS</b>" "<b>REGULATION OF GLUCOKINASE BY GLUCOKINASE REGULATORY PROTEIN</b>" "" "" "" "" "" "" ""
"201" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "METABOLISM OF CARBOHYDRATES" "GLYCOSAMINOGLYCAN METABOLISM" "<b>CHONDROITIN SULFATE DERMATAN SULFATE METABOLISM</b>" "<b>CS DS DEGRADATION</b>" "" "" "" "" "" "" ""
"202" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "METABOLISM OF CARBOHYDRATES" "GLYCOSAMINOGLYCAN METABOLISM" "<b>CHONDROITIN SULFATE DERMATAN SULFATE METABOLISM</b>" "<b>DERMATAN SULFATE BIOSYNTHESIS</b>" "" "" "" "" "" "" ""
"203" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "METABOLISM OF CARBOHYDRATES" "GLYCOSAMINOGLYCAN METABOLISM" "<b>HEPARAN SULFATE HEPARIN HS GAG METABOLISM</b>" "<b>A TETRASACCHARIDE LINKER SEQUENCE IS REQUIRED FOR GAG SYNTHESIS</b>" "" "" "" "" "" "" ""
"204" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "METABOLISM OF CARBOHYDRATES" "GLYCOSAMINOGLYCAN METABOLISM" "<b>HEPARAN SULFATE HEPARIN HS GAG METABOLISM</b>" "<b>HS GAG BIOSYNTHESIS</b>" "" "" "" "" "" "" ""
"205" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "METABOLISM OF CARBOHYDRATES" "GLYCOSAMINOGLYCAN METABOLISM" "<b>HEPARAN SULFATE HEPARIN HS GAG METABOLISM</b>" "<b>HS GAG DEGRADATION</b>" "" "" "" "" "" "" ""
"206" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "METABOLISM OF VITAMINS AND COFACTORS" "<b>METABOLISM OF COFACTORS</b>" "<b>TETRAHYDROBIOPTERIN BH4 SYNTHESIS RECYCLING SALVAGE AND REGULATION</b>" "" "" "" "" "" "" "" ""
"207" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM" "METABOLISM OF VITAMINS AND COFACTORS" "METABOLISM OF WATER SOLUBLE VITAMINS AND COFACTORS" "<b>METABOLISM OF FOLATE AND PTERINES</b>" "" "" "" "" "" "" "" ""
"208" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>PEPTIDE HORMONE METABOLISM</b>" "" "" "" "" "" "" "" "" "" ""
"209" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>POST TRANSLATIONAL PROTEIN MODIFICATION</b>" "<b>CARBOXYTERMINAL POST TRANSLATIONAL MODIFICATIONS OF TUBULIN</b>" "" "" "" "" "" "" "" "" ""
"210" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>POST TRANSLATIONAL PROTEIN MODIFICATION</b>" "<b>DEUBIQUITINATION</b>" "<b>METALLOPROTEASE DUBS</b>" "" "" "" "" "" "" "" ""
"211" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>POST TRANSLATIONAL PROTEIN MODIFICATION</b>" "<b>DEUBIQUITINATION</b>" "<b>UB SPECIFIC PROCESSING PROTEASES</b>" "" "" "" "" "" "" "" ""
"212" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>POST TRANSLATIONAL PROTEIN MODIFICATION</b>" "<b>DEUBIQUITINATION</b>" "<b>UCH PROTEINASES</b>" "" "" "" "" "" "" "" ""
"213" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>POST TRANSLATIONAL PROTEIN MODIFICATION</b>" "<b>NEDDYLATION</b>" "" "" "" "" "" "" "" "" ""
"214" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>POST TRANSLATIONAL PROTEIN MODIFICATION</b>" "<b>O LINKED GLYCOSYLATION</b>" "<b>O GLYCOSYLATION OF TSR DOMAIN CONTAINING PROTEINS</b>" "" "" "" "" "" "" "" ""
"215" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>POST TRANSLATIONAL PROTEIN MODIFICATION</b>" "<b>PROTEIN UBIQUITINATION</b>" "<b>E3 UBIQUITIN LIGASES UBIQUITINATE TARGET PROTEINS</b>" "" "" "" "" "" "" "" ""
"216" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>POST TRANSLATIONAL PROTEIN MODIFICATION</b>" "<b>SUMOYLATION</b>" "SUMO E3 LIGASES SUMOYLATE TARGET PROTEINS" "<b>SUMOYLATION OF CHROMATIN ORGANIZATION PROTEINS</b>" "" "" "" "" "" "" ""
"217" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>POST TRANSLATIONAL PROTEIN MODIFICATION</b>" "<b>SUMOYLATION</b>" "SUMO E3 LIGASES SUMOYLATE TARGET PROTEINS" "<b>SUMOYLATION OF DNA DAMAGE RESPONSE AND REPAIR PROTEINS</b>" "" "" "" "" "" "" ""
"218" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>POST TRANSLATIONAL PROTEIN MODIFICATION</b>" "<b>SUMOYLATION</b>" "SUMO E3 LIGASES SUMOYLATE TARGET PROTEINS" "<b>SUMOYLATION OF DNA REPLICATION PROTEINS</b>" "" "" "" "" "" "" ""
"219" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>POST TRANSLATIONAL PROTEIN MODIFICATION</b>" "<b>SUMOYLATION</b>" "SUMO E3 LIGASES SUMOYLATE TARGET PROTEINS" "<b>SUMOYLATION OF RNA BINDING PROTEINS</b>" "" "" "" "" "" "" ""
"220" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>POST TRANSLATIONAL PROTEIN MODIFICATION</b>" "<b>SUMOYLATION</b>" "SUMO E3 LIGASES SUMOYLATE TARGET PROTEINS" "<b>SUMOYLATION OF SUMOYLATION PROTEINS</b>" "" "" "" "" "" "" ""
"221" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>POST TRANSLATIONAL PROTEIN MODIFICATION</b>" "<b>SUMOYLATION</b>" "SUMO E3 LIGASES SUMOYLATE TARGET PROTEINS" "<b>SUMOYLATION OF UBIQUITINYLATION PROTEINS</b>" "" "" "" "" "" "" ""
"222" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>PROTEIN FOLDING</b>" "CHAPERONIN MEDIATED PROTEIN FOLDING" "<b>ASSOCIATION OF TRIC CCT WITH TARGET PROTEINS DURING BIOSYNTHESIS</b>" "" "" "" "" "" "" "" ""
"223" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>PROTEIN FOLDING</b>" "CHAPERONIN MEDIATED PROTEIN FOLDING" "<b>COOPERATION OF PDCL PHLP1 AND TRIC CCT IN G PROTEIN BETA FOLDING</b>" "" "" "" "" "" "" "" ""
"224" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>REGULATION OF INSULIN LIKE GROWTH FACTOR IGF TRANSPORT AND UPTAKE BY INSULIN LIKE GROWTH FACTOR BINDING PROTEINS IGFBPS</b>" "" "" "" "" "" "" "" "" "" ""
"225" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>TRANSLATION</b>" "<b>EUKARYOTIC TRANSLATION ELONGATION</b>" "" "" "" "" "" "" "" "" ""
"226" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>TRANSLATION</b>" "<b>EUKARYOTIC TRANSLATION INITIATION</b>" "CAP DEPENDENT TRANSLATION INITIATION" "<b>ACTIVATION OF THE MRNA UPON BINDING OF THE CAP BINDING COMPLEX AND EIFS AND SUBSEQUENT BINDING TO 43S</b>" "" "" "" "" "" "" ""
"227" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>TRANSLATION</b>" "<b>EUKARYOTIC TRANSLATION INITIATION</b>" "CAP DEPENDENT TRANSLATION INITIATION" "<b>RECYCLING OF EIF2 GDP</b>" "" "" "" "" "" "" ""
"228" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>TRANSLATION</b>" "<b>MITOCHONDRIAL TRANSLATION</b>" "" "" "" "" "" "" "" "" ""
"229" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>TRANSLATION</b>" "<b>SRP DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE</b>" "" "" "" "" "" "" "" "" ""
"230" "<b>IN REACTOME HIERARCHIE</b>" "METABOLISM OF PROTEINS" "<b>TRANSLATION</b>" "<b>TRNA AMINOACYLATION</b>" "<b>CYTOSOLIC TRNA AMINOACYLATION</b>" "" "" "" "" "" "" "" ""
"231" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY GPCR</b>" "<b>GPCR LIGAND BINDING</b>" "<b>CLASS A 1 RHODOPSIN LIKE RECEPTORS</b>" "<b>PEPTIDE LIGAND BINDING RECEPTORS</b>" "" "" "" "" "" "" ""
"232" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY GPCR</b>" "<b>GPCR LIGAND BINDING</b>" "<b>CLASS A 1 RHODOPSIN LIKE RECEPTORS</b>" "AMINE LIGAND BINDING RECEPTORS" "<b>SEROTONIN RECEPTORS</b>" "" "" "" "" "" ""
"233" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY GPCR</b>" "<b>GPCR LIGAND BINDING</b>" "CLASS B 2 SECRETIN FAMILY RECEPTORS" "<b>CALCITONIN LIKE LIGAND RECEPTORS</b>" "" "" "" "" "" "" ""
"234" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY GPCR</b>" "GPCR DOWNSTREAM SIGNALLING" "<b>G ALPHA I SIGNALLING EVENTS</b>" "<b>OPIOID SIGNALLING</b>" "<b>G PROTEIN MEDIATED EVENTS</b>" "<b>ADENYLATE CYCLASE ACTIVATING PATHWAY</b>" "" "" "" "" ""
"235" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY GPCR</b>" "GPCR DOWNSTREAM SIGNALLING" "<b>G ALPHA I SIGNALLING EVENTS</b>" "<b>OPIOID SIGNALLING</b>" "<b>G PROTEIN MEDIATED EVENTS</b>" "PLC BETA MEDIATED EVENTS" "<b>CA DEPENDENT EVENTS</b>" "CAM PATHWAY" "CALMODULIN INDUCED EVENTS" "<b>PKA MEDIATED PHOSPHORYLATION OF CREB</b>" ""
"236" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY GPCR</b>" "GPCR DOWNSTREAM SIGNALLING" "<b>G ALPHA Q SIGNALLING EVENTS</b>" "<b>EFFECTS OF PIP2 HYDROLYSIS</b>" "" "" "" "" "" "" ""
"237" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY GPCR</b>" "GPCR DOWNSTREAM SIGNALLING" "<b>G ALPHA S SIGNALLING EVENTS</b>" "" "" "" "" "" "" "" ""
"238" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY NOTCH</b>" "<b>PRE NOTCH EXPRESSION AND PROCESSING</b>" "<b>PRE NOTCH PROCESSING IN GOLGI</b>" "" "" "" "" "" "" "" ""
"239" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY NOTCH</b>" "SIGNALING BY NOTCH4" "<b>NEGATIVE REGULATION OF NOTCH4 SIGNALING</b>" "" "" "" "" "" "" "" ""
"240" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY NUCLEAR RECEPTORS</b>" "<b>ESR MEDIATED SIGNALING</b>" "<b>ESTROGEN DEPENDENT GENE EXPRESSION</b>" "" "" "" "" "" "" "" ""
"241" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY NUCLEAR RECEPTORS</b>" "<b>ESR MEDIATED SIGNALING</b>" "EXTRA NUCLEAR ESTROGEN SIGNALING" "<b>ESTROGEN DEPENDENT NUCLEAR EVENTS DOWNSTREAM OF ESR MEMBRANE SIGNALING</b>" "" "" "" "" "" "" ""
"242" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY NUCLEAR RECEPTORS</b>" "<b>SIGNALING BY RETINOIC ACID</b>" "<b>RA BIOSYNTHESIS PATHWAY</b>" "" "" "" "" "" "" "" ""
"243" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY RECEPTOR TYROSINE KINASES</b>" "<b>SIGNALING BY MET</b>" "<b>MET PROMOTES CELL MOTILITY</b>" "<b>MET ACTIVATES PTK2 SIGNALING</b>" "" "" "" "" "" "" ""
"244" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY RECEPTOR TYROSINE KINASES</b>" "<b>SIGNALING BY MET</b>" "<b>MET RECEPTOR ACTIVATION</b>" "" "" "" "" "" "" "" ""
"245" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY RECEPTOR TYROSINE KINASES</b>" "<b>SIGNALING BY MET</b>" "<b>MET RECEPTOR RECYCLING</b>" "" "" "" "" "" "" "" ""
"246" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY RECEPTOR TYROSINE KINASES</b>" "<b>SIGNALING BY MST1</b>" "" "" "" "" "" "" "" "" ""
"247" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY RECEPTOR TYROSINE KINASES</b>" "<b>SIGNALING BY NTRKS</b>" "<b>SIGNALING BY NTRK3 TRKC</b>" "<b>ACTIVATED NTRK3 SIGNALS THROUGH PI3K</b>" "" "" "" "" "" "" ""
"248" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY RECEPTOR TYROSINE KINASES</b>" "<b>SIGNALING BY PDGF</b>" "" "" "" "" "" "" "" "" ""
"249" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY RECEPTOR TYROSINE KINASES</b>" "SIGNALING BY ERBB2" "<b>DOWNREGULATION OF ERBB2 SIGNALING</b>" "" "" "" "" "" "" "" ""
"250" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY RECEPTOR TYROSINE KINASES</b>" "SIGNALING BY FGFR" "SIGNALING BY FGFR2" "<b>FGFR2 ALTERNATIVE SPLICING</b>" "" "" "" "" "" "" ""
"251" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3</b>" "SIGNALING BY RHO GTPASES" "<b>RHO GTPASE CYCLE</b>" "<b>RHOBTB GTPASE CYCLE</b>" "<b>RHOBTB2 GTPASE CYCLE</b>" "" "" "" "" "" ""
"252" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3</b>" "SIGNALING BY RHO GTPASES" "<b>RHO GTPASE EFFECTORS</b>" "<b>RHO GTPASES ACTIVATE FORMINS</b>" "" "" "" "" "" "" ""
"253" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3</b>" "SIGNALING BY RHO GTPASES" "<b>RHO GTPASE EFFECTORS</b>" "<b>RHO GTPASES ACTIVATE IQGAPS</b>" "" "" "" "" "" "" ""
"254" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3</b>" "SIGNALING BY RHO GTPASES" "<b>RHO GTPASE EFFECTORS</b>" "<b>RHO GTPASES ACTIVATE PAKS</b>" "" "" "" "" "" "" ""
"255" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3</b>" "SIGNALING BY RHO GTPASES" "<b>RHO GTPASE EFFECTORS</b>" "<b>RHO GTPASES ACTIVATE PKNS</b>" "<b>ACTIVATED PKN1 STIMULATES TRANSCRIPTION OF AR ANDROGEN RECEPTOR REGULATED GENES KLK2 AND KLK3</b>" "" "" "" "" "" ""
"256" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3</b>" "SIGNALING BY RHO GTPASES" "<b>RHO GTPASE EFFECTORS</b>" "<b>RHO GTPASES ACTIVATE ROCKS</b>" "" "" "" "" "" "" ""
"257" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY WNT</b>" "<b>DEGRADATION OF BETA CATENIN BY THE DESTRUCTION COMPLEX</b>" "" "" "" "" "" "" "" "" ""
"258" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY WNT</b>" "<b>TCF DEPENDENT SIGNALING IN RESPONSE TO WNT</b>" "<b>DEGRADATION OF AXIN</b>" "" "" "" "" "" "" "" ""
"259" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY WNT</b>" "<b>TCF DEPENDENT SIGNALING IN RESPONSE TO WNT</b>" "<b>DEGRADATION OF DVL</b>" "" "" "" "" "" "" "" ""
"260" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY WNT</b>" "<b>TCF DEPENDENT SIGNALING IN RESPONSE TO WNT</b>" "<b>DISASSEMBLY OF THE DESTRUCTION COMPLEX AND RECRUITMENT OF AXIN TO THE MEMBRANE</b>" "" "" "" "" "" "" "" ""
"261" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY WNT</b>" "<b>TCF DEPENDENT SIGNALING IN RESPONSE TO WNT</b>" "<b>FORMATION OF THE BETA CATENIN TCF TRANSACTIVATING COMPLEX</b>" "" "" "" "" "" "" "" ""
"262" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY WNT</b>" "<b>TCF DEPENDENT SIGNALING IN RESPONSE TO WNT</b>" "<b>REGULATION OF FZD BY UBIQUITINATION</b>" "" "" "" "" "" "" "" ""
"263" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "<b>SIGNALING BY WNT</b>" "BETA CATENIN INDEPENDENT WNT SIGNALING" "PCP CE PATHWAY" "<b>ASYMMETRIC LOCALIZATION OF PCP PROTEINS</b>" "" "" "" "" "" "" ""
"264" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "INTRACELLULAR SIGNALING BY SECOND MESSENGERS" "<b>DAG AND IP3 SIGNALING</b>" "" "" "" "" "" "" "" "" ""
"265" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "INTRACELLULAR SIGNALING BY SECOND MESSENGERS" "PIP3 ACTIVATES AKT SIGNALING" "<b>AKT PHOSPHORYLATES TARGETS IN THE CYTOSOL</b>" "" "" "" "" "" "" "" ""
"266" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "INTRACELLULAR SIGNALING BY SECOND MESSENGERS" "PIP3 ACTIVATES AKT SIGNALING" "<b>PTEN REGULATION</b>" "<b>REGULATION OF PTEN STABILITY AND ACTIVITY</b>" "" "" "" "" "" "" ""
"267" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "MAPK FAMILY SIGNALING CASCADES" "<b>MAPK6 MAPK4 SIGNALING</b>" "" "" "" "" "" "" "" "" ""
"268" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "MAPK FAMILY SIGNALING CASCADES" "MAPK1 MAPK3 SIGNALING" "RAF MAP KINASE CASCADE" "<b>REGULATION OF RAS BY GAPS</b>" "" "" "" "" "" "" ""
"269" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "SIGNALING BY HEDGEHOG" "<b>HEDGEHOG LIGAND BIOGENESIS</b>" "" "" "" "" "" "" "" "" ""
"270" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "SIGNALING BY HEDGEHOG" "HEDGEHOG 'OFF' STATE" "<b>DEGRADATION OF GLI1 BY THE PROTEASOME</b>" "" "" "" "" "" "" "" ""
