"level1" "level2" "level3" "level4" "level5" "level6" "level7" "level8" "level9" "level10" "level11" "level12" "level13" "value"
"214" "IN REACTOME HIERARCHIE" "metabolism" "THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT" "respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins." "FORMATION OF ATP BY CHEMIOSMOTIC COUPLING" "" "" "" "" "" "" "" "" 18
"215" "IN REACTOME HIERARCHIE" "immune system" "INNATE IMMUNE SYSTEM" "FC EPSILON RECEPTOR FCERI SIGNALING" "FCERI MEDIATED NF KB ACTIVATION" "" "" "" "" "" "" "" "" 73
"216" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "TELOMERE MAINTENANCE" "EXTENSION OF TELOMERES" "" "" "" "" "" "" "" "" 49
"217" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NUCLEAR RECEPTORS" "ESR MEDIATED SIGNALING" "ESTROGEN DEPENDENT GENE EXPRESSION" "" "" "" "" "" "" "" "" 123
"218" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "S PHASE" "ESTABLISHMENT OF SISTER CHROMATID COHESION" "" "" "" "" "" "" "" "" 11
"219" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "PROTEIN UBIQUITINATION" "E3 UBIQUITIN LIGASES UBIQUITINATE TARGET PROTEINS" "" "" "" "" "" "" "" "" 57
"220" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "TRANSCRIPTION COUPLED NUCLEOTIDE EXCISION REPAIR TC NER" "DUAL INCISION IN TC NER" "" "" "" "" "" "" "" "" 65
"221" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "DUAL INCISION IN GG NER" "" "" "" "" "" "" "" "" 41
"222" "IN REACTOME HIERARCHIE" "immune system" "ADAPTIVE IMMUNE SYSTEM" "SIGNALING BY THE B CELL RECEPTOR BCR" "DOWNSTREAM SIGNALING EVENTS OF B CELL RECEPTOR BCR" "" "" "" "" "" "" "" "" 75
"223" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RECEPTOR TYROSINE KINASES" "signaling by erbb2" "DOWNREGULATION OF ERBB2 SIGNALING" "" "" "" "" "" "" "" "" 23
"224" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR SENESCENCE" "DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE" "" "" "" "" "" "" "" "" 62
"225" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "DNA DAMAGE RECOGNITION IN GG NER" "" "" "" "" "" "" "" "" 38
"226" "IN REACTOME HIERARCHIE" "HEMOSTASIS" "PLATELET ACTIVATION SIGNALING AND AGGREGATION" "response to elevated platelet cytosolic ca2+" "DISINHIBITION OF SNARE FORMATION" "" "" "" "" "" "" "" "" 5
"227" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "DISASSEMBLY OF THE DESTRUCTION COMPLEX AND RECRUITMENT OF AXIN TO THE MEMBRANE" "" "" "" "" "" "" "" "" 24
"228" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "nucleosome assembly" "DEPOSITION OF NEW CENPA CONTAINING NUCLEOSOMES AT THE CENTROMERE" "" "" "" "" "" "" "" "" 58
"229" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by hedgehog" "hedgehog 'off' state" "DEGRADATION OF GLI1 BY THE PROTEASOME" "" "" "" "" "" "" "" "" 56
"230" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "DEGRADATION OF DVL" "" "" "" "" "" "" "" "" 54
"231" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "DEGRADATION OF AXIN" "" "" "" "" "" "" "" "" 53
"232" "IN REACTOME HIERARCHIE" "immune system" "INNATE IMMUNE SYSTEM" "antimicrobial peptides" "DEFENSINS" "" "" "" "" "" "" "" "" 5
"233" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "TRNA AMINOACYLATION" "CYTOSOLIC TRNA AMINOACYLATION" "" "" "" "" "" "" "" "" 24
"234" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO CHEMICAL STRESS" "CYTOPROTECTION BY HMOX1" "" "" "" "" "" "" "" "" 109
"235" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "S PHASE" "CYCLIN A CDK2 ASSOCIATED EVENTS AT S PHASE ENTRY" "" "" "" "" "" "" "" "" 83
"236" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "COLLAGEN FORMATION" "ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES" "CROSSLINKING OF COLLAGEN FIBRILS" "" "" "" "" "" "" "" "" 15
"237" "IN REACTOME HIERARCHIE" "metabolism of proteins" "PROTEIN FOLDING" "chaperonin mediated protein folding" "COOPERATION OF PDCL PHLP1 AND TRIC CCT IN G PROTEIN BETA FOLDING" "" "" "" "" "" "" "" "" 25
"238" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "COLLAGEN FORMATION" "COLLAGEN BIOSYNTHESIS AND MODIFYING ENZYMES" "COLLAGEN CHAIN TRIMERIZATION" "" "" "" "" "" "" "" "" 39
"239" "IN REACTOME HIERARCHIE" "immune system" "INNATE IMMUNE SYSTEM" "C TYPE LECTIN RECEPTORS CLRS" "CLEC7A DECTIN 1 SIGNALING" "" "" "" "" "" "" "" "" 92
"240" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "GPCR LIGAND BINDING" "CLASS A 1 RHODOPSIN LIKE RECEPTORS" "" "" "" "" "" "" "" "" 146
"241" "IN REACTOME HIERARCHIE" "metabolism" "THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT" "PYRUVATE METABOLISM AND CITRIC ACID TCA CYCLE" "CITRIC ACID CYCLE TCA CYCLE" "" "" "" "" "" "" "" "" 20
"242" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "glycosaminoglycan metabolism" "CHONDROITIN SULFATE DERMATAN SULFATE METABOLISM" "" "" "" "" "" "" "" "" 42
"243" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "DNA REPLICATION PRE INITIATION" "ASSEMBLY OF THE PRE REPLICATIVE COMPLEX" "CDC6 ASSOCIATION WITH THE ORC ORIGIN COMPLEX" "" "" "" "" "" "" "" "" 11
"244" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF LIPIDS" "biosynthesis of specialized proresolving mediators spms" "BIOSYNTHESIS OF EPA DERIVED SPMS" "" "" "" "" "" "" "" "" 5
"245" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "POSITIVE EPIGENETIC REGULATION OF RRNA EXPRESSION" "B WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION" "" "" "" "" "" "" "" "" 69
"246" "IN REACTOME HIERARCHIE" "metabolism of proteins" "PROTEIN FOLDING" "chaperonin mediated protein folding" "ASSOCIATION OF TRIC CCT WITH TARGET PROTEINS DURING BIOSYNTHESIS" "" "" "" "" "" "" "" "" 37
"247" "IN REACTOME HIERARCHIE" "PROGRAMMED CELL DEATH" "APOPTOSIS" "APOPTOTIC EXECUTION PHASE" "APOPTOSIS INDUCED DNA FRAGMENTATION" "" "" "" "" "" "" "" "" 13
"248" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "regulation of mitotic cell cycle" "APC C MEDIATED DEGRADATION OF CELL CYCLE PROTEINS" "" "" "" "" "" "" "" "" 84
"249" "IN REACTOME HIERARCHIE" "immune system" "CYTOKINE SIGNALING IN IMMUNE SYSTEM" "INTERFERON SIGNALING" "ANTIVIRAL MECHANISM BY IFN STIMULATED GENES" "" "" "" "" "" "" "" "" 70
"250" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "COLLAGEN FORMATION" "ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES" "ANCHORING FIBRIL FORMATION" "" "" "" "" "" "" "" "" 13
"251" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO STARVATION" "AMINO ACIDS REGULATE MTORC1" "" "" "" "" "" "" "" "" 47
"252" "IN REACTOME HIERARCHIE" "signal transduction" "intracellular signaling by second messengers" "pip3 activates akt signaling" "AKT PHOSPHORYLATES TARGETS IN THE CYTOSOL" "" "" "" "" "" "" "" "" 14
"253" "IN REACTOME HIERARCHIE" "AUTOPHAGY" "macroautophagy" "SELECTIVE AUTOPHAGY" "AGGREPHAGY" "" "" "" "" "" "" "" "" 30
"254" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "TRANSMISSION ACROSS CHEMICAL SYNAPSES" "NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION" "ACTIVATION OF NMDA RECEPTORS AND POSTSYNAPTIC EVENTS" "" "" "" "" "" "" "" "" 66
"255" "IN REACTOME HIERARCHIE" "immune system" "INNATE IMMUNE SYSTEM" "complement cascade" "ACTIVATION OF C3 AND C5" "" "" "" "" "" "" "" "" 6
"256" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G2 M CHECKPOINTS" "ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS" "" "" "" "" "" "" "" "" 37
"257" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "TRNA AMINOACYLATION" "" "" "" "" "" "" "" "" "" 41
"258" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA" "TRANSPORT OF MATURE TRANSCRIPT TO CYTOPLASM" "" "" "" "" "" "" "" "" "" 77
"259" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE" "" "" "" "" "" "" "" "" "" 39
"260" "IN REACTOME HIERARCHIE" "gene expression transcription" "GENE SILENCING BY RNA" "TRANSCRIPTIONAL REGULATION BY SMALL RNAS" "" "" "" "" "" "" "" "" "" 85
"261" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "TRANSCRIPTION COUPLED NUCLEOTIDE EXCISION REPAIR TC NER" "" "" "" "" "" "" "" "" "" 78
"262" "IN REACTOME HIERARCHIE" "immune system" "CYTOKINE SIGNALING IN IMMUNE SYSTEM" "TNFR2 NON CANONICAL NF KB PATHWAY" "" "" "" "" "" "" "" "" "" 68
"263" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "TELOMERE MAINTENANCE" "" "" "" "" "" "" "" "" "" 93
"264" "IN REACTOME HIERARCHIE" "immune system" "ADAPTIVE IMMUNE SYSTEM" "TCR SIGNALING" "" "" "" "" "" "" "" "" "" 95
"265" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "TCF DEPENDENT SIGNALING IN RESPONSE TO WNT" "" "" "" "" "" "" "" "" "" 200
"266" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "NON INTEGRIN MEMBRANE ECM INTERACTIONS" "SYNDECAN INTERACTIONS" "" "" "" "" "" "" "" "" "" 27
"267" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "SWITCHING OF ORIGINS TO A POST REPLICATIVE STATE" "" "" "" "" "" "" "" "" "" 87
"268" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "SUMOYLATION" "" "" "" "" "" "" "" "" "" 169
"269" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "ION CHANNEL TRANSPORT" "STIMULI SENSING CHANNELS" "" "" "" "" "" "" "" "" "" 63
"270" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "SRP DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE" "" "" "" "" "" "" "" "" "" 106
"271" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "metabolism of non coding rna" "SNRNP ASSEMBLY" "" "" "" "" "" "" "" "" "" 50
"272" "IN REACTOME HIERARCHIE" "immune system" "ADAPTIVE IMMUNE SYSTEM" "SIGNALING BY THE B CELL RECEPTOR BCR" "" "" "" "" "" "" "" "" "" 98
"273" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NUCLEAR RECEPTORS" "SIGNALING BY RETINOIC ACID" "" "" "" "" "" "" "" "" "" 33
"274" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RECEPTOR TYROSINE KINASES" "SIGNALING BY PDGF" "" "" "" "" "" "" "" "" "" 57
"275" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RECEPTOR TYROSINE KINASES" "SIGNALING BY NTRKS" "" "" "" "" "" "" "" "" "" 117
"276" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RECEPTOR TYROSINE KINASES" "SIGNALING BY MST1" "" "" "" "" "" "" "" "" "" 5
"277" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RECEPTOR TYROSINE KINASES" "SIGNALING BY MET" "" "" "" "" "" "" "" "" "" 77
"278" "IN REACTOME HIERARCHIE" "immune system" "CYTOKINE SIGNALING IN IMMUNE SYSTEM" "SIGNALING BY INTERLEUKINS" "" "" "" "" "" "" "" "" "" 346
"279" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by tgfb family members" "SIGNALING BY BMP" "" "" "" "" "" "" "" "" "" 21
"280" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by tgfb family members" "SIGNALING BY ACTIVIN" "" "" "" "" "" "" "" "" "" 10
"281" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF AMINO ACIDS AND DERIVATIVES" "SELENOAMINO ACID METABOLISM" "" "" "" "" "" "" "" "" "" 109
"282" "IN REACTOME HIERARCHIE" "AUTOPHAGY" "macroautophagy" "SELECTIVE AUTOPHAGY" "" "" "" "" "" "" "" "" "" 66
"283" "IN REACTOME HIERARCHIE" "VESICLE MEDIATED TRANSPORT" "binding and uptake of ligands by scavenger receptors" "SCAVENGING BY CLASS A RECEPTORS" "" "" "" "" "" "" "" "" "" 12
"284" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "S PHASE" "" "" "" "" "" "" "" "" "" 159
"285" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "RNA POLYMERASE II TRANSCRIPTION TERMINATION" "" "" "" "" "" "" "" "" "" 63
"286" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "RNA POLYMERASE II TRANSCRIBES SNRNA GENES" "" "" "" "" "" "" "" "" "" 72
"287" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE I TRANSCRIPTION" "RNA POLYMERASE I TRANSCRIPTION TERMINATION" "" "" "" "" "" "" "" "" "" 29
"288" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "RMTS METHYLATE HISTONE ARGININES" "" "" "" "" "" "" "" "" "" 60
"289" "IN REACTOME HIERARCHIE" "DNA REPAIR" "BASE EXCISION REPAIR" "RESOLUTION OF ABASIC SITES AP SITES" "" "" "" "" "" "" "" "" "" 36
"290" "IN REACTOME HIERARCHIE" "metabolism" "INTEGRATION OF ENERGY METABOLISM" "REGULATION OF INSULIN SECRETION" "" "" "" "" "" "" "" "" "" 55
"291" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "RECOGNITION OF DNA DAMAGE BY PCNA CONTAINING REPLICATION COMPLEX" "" "" "" "" "" "" "" "" "" 30
"292" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "PROTEIN PROTEIN INTERACTIONS AT SYNAPSES" "RECEPTOR TYPE TYROSINE PROTEIN PHOSPHATASES" "" "" "" "" "" "" "" "" "" 13
"293" "IN REACTOME HIERARCHIE" "metabolism" "THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT" "PYRUVATE METABOLISM AND CITRIC ACID TCA CYCLE" "" "" "" "" "" "" "" "" "" 47
"294" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "PROTEIN UBIQUITINATION" "" "" "" "" "" "" "" "" "" 77
"295" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NOTCH" "PRE NOTCH EXPRESSION AND PROCESSING" "" "" "" "" "" "" "" "" "" 81
"296" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "PRC2 METHYLATES HISTONES AND DNA" "" "" "" "" "" "" "" "" "" 53
"297" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "POSITIVE EPIGENETIC REGULATION OF RRNA EXPRESSION" "" "" "" "" "" "" "" "" "" 83
"298" "IN REACTOME HIERARCHIE" "HEMOSTASIS" "PLATELET HOMEOSTASIS" "PLATELET CALCIUM HOMEOSTASIS" "" "" "" "" "" "" "" "" "" 22
"299" "IN REACTOME HIERARCHIE" "HEMOSTASIS" "PLATELET ACTIVATION SIGNALING AND AGGREGATION" "PLATELET AGGREGATION PLUG FORMATION" "" "" "" "" "" "" "" "" "" 27
"300" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "plasma lipoprotein assembly remodeling and clearance" "PLASMA LIPOPROTEIN ASSEMBLY" "" "" "" "" "" "" "" "" "" 9
"301" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "PKMTS METHYLATE HISTONE LYSINES" "" "" "" "" "" "" "" "" "" 64
"302" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "O LINKED GLYCOSYLATION" "" "" "" "" "" "" "" "" "" 73
"303" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "NONHOMOLOGOUS END JOINING NHEJ" "" "" "" "" "" "" "" "" "" 58
"304" "IN REACTOME HIERARCHIE" "immune system" "INNATE IMMUNE SYSTEM" "NEUTROPHIL DEGRANULATION" "" "" "" "" "" "" "" "" "" 365
"305" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "TRANSMISSION ACROSS CHEMICAL SYNAPSES" "NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION" "" "" "" "" "" "" "" "" "" 126
"306" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "PROTEIN PROTEIN INTERACTIONS AT SYNAPSES" "NEUREXINS AND NEUROLIGINS" "" "" "" "" "" "" "" "" "" 37
"307" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION" "" "" "" "" "" "" "" "" "" 87
"308" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "NEDDYLATION" "" "" "" "" "" "" "" "" "" 211
"309" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA" "MRNA SPLICING" "" "" "" "" "" "" "" "" "" 186
"310" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "ELASTIC FIBRE FORMATION" "MOLECULES ASSOCIATED WITH ELASTIC FIBRES" "" "" "" "" "" "" "" "" "" 32
"311" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "MITOTIC SPINDLE CHECKPOINT" "" "" "" "" "" "" "" "" "" 109
"312" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G2 G2 M PHASES" "" "" "" "" "" "" "" "" "" 183
"313" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G1 PHASE AND G1 S TRANSITION" "" "" "" "" "" "" "" "" "" 144
"314" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "MITOCHONDRIAL TRANSLATION" "" "" "" "" "" "" "" "" "" 92
"315" "IN REACTOME HIERARCHIE" "immune system" "ADAPTIVE IMMUNE SYSTEM" "MHC CLASS II ANTIGEN PRESENTATION" "" "" "" "" "" "" "" "" "" 99
"316" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF AMINO ACIDS AND DERIVATIVES" "METABOLISM OF POLYAMINES" "" "" "" "" "" "" "" "" "" 55
"317" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of vitamins and cofactors" "METABOLISM OF COFACTORS" "" "" "" "" "" "" "" "" "" 16
"318" "IN REACTOME HIERARCHIE" "signal transduction" "mapk family signaling cascades" "MAPK6 MAPK4 SIGNALING" "" "" "" "" "" "" "" "" "" 83
"319" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "" "" "" "" "" "" "" "" "" 380
"320" "IN REACTOME HIERARCHIE" "HEMOSTASIS" "FACTORS INVOLVED IN MEGAKARYOCYTE DEVELOPMENT AND PLATELET PRODUCTION" "KINESINS" "" "" "" "" "" "" "" "" "" 46
"321" "IN REACTOME HIERARCHIE" "MUSCLE CONTRACTION" "CARDIAC CONDUCTION" "ION HOMEOSTASIS" "" "" "" "" "" "" "" "" "" 45
"322" "IN REACTOME HIERARCHIE" "ORGANELLE BIOGENESIS AND MAINTENANCE" "CILIUM ASSEMBLY" "INTRAFLAGELLAR TRANSPORT" "" "" "" "" "" "" "" "" "" 44
"323" "IN REACTOME HIERARCHIE" "VESICLE MEDIATED TRANSPORT" "membrane trafficking" "INTRA GOLGI AND RETROGRADE GOLGI TO ER TRAFFIC" "" "" "" "" "" "" "" "" "" 179
"324" "IN REACTOME HIERARCHIE" "immune system" "CYTOKINE SIGNALING IN IMMUNE SYSTEM" "INTERFERON SIGNALING" "" "" "" "" "" "" "" "" "" 171
"325" "IN REACTOME HIERARCHIE" "immune system" "ADAPTIVE IMMUNE SYSTEM" "IMMUNOREGULATORY INTERACTIONS BETWEEN A LYMPHOID AND A NON LYMPHOID CELL" "" "" "" "" "" "" "" "" "" 39
"326" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU RICH ELEMENTS" "HUR ELAVL1 BINDS AND STABILIZES MRNA" "" "" "" "" "" "" "" "" "" 7
"327" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "HOMOLOGY DIRECTED REPAIR" "" "" "" "" "" "" "" "" "" 125
"328" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by hedgehog" "HEDGEHOG LIGAND BIOGENESIS" "" "" "" "" "" "" "" "" "" 57
"329" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "HDMS DEMETHYLATE HISTONES" "" "" "" "" "" "" "" "" "" 38
"330" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "HDACS DEACETYLATE HISTONES" "" "" "" "" "" "" "" "" "" 71
"331" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "HATS ACETYLATE HISTONES" "" "" "" "" "" "" "" "" "" 119
"332" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "GPCR LIGAND BINDING" "" "" "" "" "" "" "" "" "" 137
"333" "IN REACTOME HIERARCHIE" "HEMOSTASIS" "PLATELET ACTIVATION SIGNALING AND AGGREGATION" "GP1B IX V ACTIVATION SIGNALLING" "" "" "" "" "" "" "" "" "" 11
"334" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF AMINO ACIDS AND DERIVATIVES" "GLYOXYLATE METABOLISM AND GLYCINE DEGRADATION" "" "" "" "" "" "" "" "" "" 20
"335" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "GLUCOSE METABOLISM" "" "" "" "" "" "" "" "" "" 74
"336" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "" "" "" "" "" "" "" "" "" 84
"337" "IN REACTOME HIERARCHIE" "VESICLE MEDIATED TRANSPORT" "membrane trafficking" "GAP JUNCTION TRAFFICKING AND REGULATION" "" "" "" "" "" "" "" "" "" 24
"338" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G2 M CHECKPOINTS" "" "" "" "" "" "" "" "" "" 156
"339" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G1 S DNA DAMAGE CHECKPOINTS" "" "" "" "" "" "" "" "" "" 64
"340" "IN REACTOME HIERARCHIE" "immune system" "INNATE IMMUNE SYSTEM" "FC EPSILON RECEPTOR FCERI SIGNALING" "" "" "" "" "" "" "" "" "" 116
"341" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "EUKARYOTIC TRANSLATION INITIATION" "" "" "" "" "" "" "" "" "" 114
"342" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "EUKARYOTIC TRANSLATION ELONGATION" "" "" "" "" "" "" "" "" "" 87
"343" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NUCLEAR RECEPTORS" "ESR MEDIATED SIGNALING" "" "" "" "" "" "" "" "" "" 180
"344" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "NERVOUS SYSTEM DEVELOPMENT" "EGR2 AND SOX10 MEDIATED INITIATION OF SCHWANN CELL MYELINATION" "" "" "" "" "" "" "" "" "" 22
"345" "IN REACTOME HIERARCHIE" "HEMOSTASIS" "PLATELET ACTIVATION SIGNALING AND AGGREGATION" "EFFECTS OF PIP2 HYDROLYSIS" "" "" "" "" "" "" "" "" "" 22
"346" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "DNA STRAND ELONGATION" "" "" "" "" "" "" "" "" "" 32
"347" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "DNA REPLICATION INITIATION" "" "" "" "" "" "" "" "" "" 8
"348" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "DNA DOUBLE STRAND BREAK RESPONSE" "" "" "" "" "" "" "" "" "" 66
"349" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "DEUBIQUITINATION" "" "" "" "" "" "" "" "" "" 253
