"level1" "level2" "level3" "level4" "level5" "level6" "level7" "level8" "level9" "level10" "level11" "level12" "level13" "value"
"232" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "POSITIVE EPIGENETIC REGULATION OF RRNA EXPRESSION" "" "" "" "" "" "" "" "" "" 83
"233" "IN REACTOME HIERARCHIE" "hemostasis" "PLATELET HOMEOSTASIS" "PLATELET CALCIUM HOMEOSTASIS" "" "" "" "" "" "" "" "" "" 22
"234" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "PKMTS METHYLATE HISTONE LYSINES" "" "" "" "" "" "" "" "" "" 64
"235" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "" "" "" "" "" "" "" "" "" "" 1157
"236" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "NONHOMOLOGOUS END JOINING NHEJ" "" "" "" "" "" "" "" "" "" 58
"237" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "PROTEIN PROTEIN INTERACTIONS AT SYNAPSES" "NEUREXINS AND NEUROLIGINS" "" "" "" "" "" "" "" "" "" 37
"238" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION" "" "" "" "" "" "" "" "" "" 86
"239" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "NEDDYLATION" "" "" "" "" "" "" "" "" "" 211
"240" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA" "MRNA SPLICING" "" "" "" "" "" "" "" "" "" 186
"241" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "MITOTIC SPINDLE CHECKPOINT" "" "" "" "" "" "" "" "" "" 109
"242" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G2 G2 M PHASES" "" "" "" "" "" "" "" "" "" 183
"243" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G1 PHASE AND G1 S TRANSITION" "" "" "" "" "" "" "" "" "" 143
"244" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "MITOCHONDRIAL TRANSLATION" "" "" "" "" "" "" "" "" "" 92
"245" "IN REACTOME HIERARCHIE" "immune system" "adaptive immune system" "MHC CLASS II ANTIGEN PRESENTATION" "" "" "" "" "" "" "" "" "" 92
"246" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF AMINO ACIDS AND DERIVATIVES" "METABOLISM OF POLYAMINES" "" "" "" "" "" "" "" "" "" 55
"247" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "" "" "" "" "" "" "" "" "" 380
"248" "IN REACTOME HIERARCHIE" "hemostasis" "FACTORS INVOLVED IN MEGAKARYOCYTE DEVELOPMENT AND PLATELET PRODUCTION" "KINESINS" "" "" "" "" "" "" "" "" "" 46
"249" "IN REACTOME HIERARCHIE" "MUSCLE CONTRACTION" "CARDIAC CONDUCTION" "ION HOMEOSTASIS" "" "" "" "" "" "" "" "" "" 45
"250" "IN REACTOME HIERARCHIE" "ORGANELLE BIOGENESIS AND MAINTENANCE" "CILIUM ASSEMBLY" "" "" "" "" "" "" "" "" "" "" 180
"251" "IN REACTOME HIERARCHIE" "vesicle mediated transport" "membrane trafficking" "INTRA GOLGI AND RETROGRADE GOLGI TO ER TRAFFIC" "" "" "" "" "" "" "" "" "" 179
"252" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU RICH ELEMENTS" "" "" "" "" "" "" "" "" "" "" 83
"253" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "HOMOLOGY DIRECTED REPAIR" "" "" "" "" "" "" "" "" "" 125
"254" "IN REACTOME HIERARCHIE" "signal transduction" "signaling by hedgehog" "HEDGEHOG LIGAND BIOGENESIS" "" "" "" "" "" "" "" "" "" 57
"255" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "HDMS DEMETHYLATE HISTONES" "" "" "" "" "" "" "" "" "" 38
"256" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "HDACS DEACETYLATE HISTONES" "" "" "" "" "" "" "" "" "" 71
"257" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "HATS ACETYLATE HISTONES" "" "" "" "" "" "" "" "" "" 116
"258" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF AMINO ACIDS AND DERIVATIVES" "" "" "" "" "" "" "" "" "" "" 282
"259" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER" "" "" "" "" "" "" "" "" "" 84
"260" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G2 M CHECKPOINTS" "" "" "" "" "" "" "" "" "" 156
"261" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G1 S DNA DAMAGE CHECKPOINTS" "" "" "" "" "" "" "" "" "" 64
"262" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "EUKARYOTIC TRANSLATION INITIATION" "" "" "" "" "" "" "" "" "" 114
"263" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "EUKARYOTIC TRANSLATION ELONGATION" "" "" "" "" "" "" "" "" "" 87
"264" "IN REACTOME HIERARCHIE" "hemostasis" "PLATELET ACTIVATION SIGNALING AND AGGREGATION" "EFFECTS OF PIP2 HYDROLYSIS" "" "" "" "" "" "" "" "" "" 22
"265" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "DNA STRAND ELONGATION" "" "" "" "" "" "" "" "" "" 32
"266" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "DNA REPLICATION INITIATION" "" "" "" "" "" "" "" "" "" 8
"267" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "DNA DOUBLE STRAND BREAK RESPONSE" "" "" "" "" "" "" "" "" "" 66
"268" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "DEUBIQUITINATION" "" "" "" "" "" "" "" "" "" 253
"269" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "DEGRADATION OF BETA CATENIN BY THE DESTRUCTION COMPLEX" "" "" "" "" "" "" "" "" "" 82
"270" "IN REACTOME HIERARCHIE" "signal transduction" "intracellular signaling by second messengers" "DAG AND IP3 SIGNALING" "" "" "" "" "" "" "" "" "" 38
"271" "IN REACTOME HIERARCHIE" "ORGANELLE BIOGENESIS AND MAINTENANCE" "mitochondrial biogenesis" "CRISTAE FORMATION" "" "" "" "" "" "" "" "" "" 31
"272" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "DEGRADATION OF THE EXTRACELLULAR MATRIX" "COLLAGEN DEGRADATION" "" "" "" "" "" "" "" "" "" 54
"273" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR SENESCENCE" "" "" "" "" "" "" "" "" "" 169
"274" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO HEAT STRESS" "" "" "" "" "" "" "" "" "" 94
"275" "IN REACTOME HIERARCHIE" "DNA REPAIR" "BASE EXCISION REPAIR" "BASE EXCISION REPAIR AP SITE FORMATION" "" "" "" "" "" "" "" "" "" 45
"276" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU RICH ELEMENTS" "AUF1 HNRNP D0 BINDS AND DESTABILIZES MRNA" "" "" "" "" "" "" "" "" "" 53
"277" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "DNA REPLICATION PRE INITIATION" "ASSEMBLY OF THE PRE REPLICATIVE COMPLEX" "" "" "" "" "" "" "" "" "" 66
"278" "IN REACTOME HIERARCHIE" "programmed cell death" "APOPTOSIS" "APOPTOTIC EXECUTION PHASE" "" "" "" "" "" "" "" "" "" 43
"279" "IN REACTOME HIERARCHIE" "ORGANELLE BIOGENESIS AND MAINTENANCE" "CILIUM ASSEMBLY" "ANCHORING OF THE BASAL BODY TO THE PLASMA MEMBRANE" "" "" "" "" "" "" "" "" "" 95
"280" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "DNA REPLICATION PRE INITIATION" "ACTIVATION OF THE PRE REPLICATIVE COMPLEX" "" "" "" "" "" "" "" "" "" 32
"281" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "" "" "" "" "" "" "" "" "" "" "" 585
"282" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "TRANSMISSION ACROSS CHEMICAL SYNAPSES" "" "" "" "" "" "" "" "" "" "" 162
"283" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "" "" "" "" "" "" "" "" "" "" 285
"284" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "TRANSCRIPTIONAL REGULATION OF GRANULOPOIESIS" "" "" "" "" "" "" "" "" "" "" 63
"285" "IN REACTOME HIERARCHIE" "MUSCLE CONTRACTION" "STRIATED MUSCLE CONTRACTION" "" "" "" "" "" "" "" "" "" "" 27
"286" "IN REACTOME HIERARCHIE" "MUSCLE CONTRACTION" "SMOOTH MUSCLE CONTRACTION" "" "" "" "" "" "" "" "" "" "" 34
"287" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "" "" "" "" "" "" "" "" "" "" 288
"288" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NOTCH" "" "" "" "" "" "" "" "" "" "" 210
"289" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "" "" "" "" "" "" "" "" "" "" 318
"290" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "RRNA PROCESSING" "" "" "" "" "" "" "" "" "" "" 193
"291" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE I TRANSCRIPTION" "" "" "" "" "" "" "" "" "" "" 88
"292" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "PROTEIN PROTEIN INTERACTIONS AT SYNAPSES" "" "" "" "" "" "" "" "" "" "" 72
"293" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRONLESS PRE MRNA" "" "" "" "" "" "" "" "" "" "" 28
"294" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA" "" "" "" "" "" "" "" "" "" "" 234
"295" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "POTASSIUM CHANNELS" "" "" "" "" "" "" "" "" "" "" 48
"296" "IN REACTOME HIERARCHIE" "hemostasis" "PLATELET HOMEOSTASIS" "" "" "" "" "" "" "" "" "" "" 66
"297" "IN REACTOME HIERARCHIE" "metabolism of proteins" "PEPTIDE HORMONE METABOLISM" "" "" "" "" "" "" "" "" "" "" 45
"298" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "" "" "" "" "" "" "" "" "" "" 110
"299" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "NONSENSE MEDIATED DECAY NMD" "" "" "" "" "" "" "" "" "" "" 109
"300" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "MRNA CAPPING" "" "" "" "" "" "" "" "" "" "" 29
"301" "IN REACTOME HIERARCHIE" "protein localization" "MITOCHONDRIAL PROTEIN IMPORT" "" "" "" "" "" "" "" "" "" "" 62
"302" "IN REACTOME HIERARCHIE" "ORGANELLE BIOGENESIS AND MAINTENANCE" "" "" "" "" "" "" "" "" "" "" "" 270
"303" "IN REACTOME HIERARCHIE" "DNA REPAIR" "MISMATCH REPAIR" "" "" "" "" "" "" "" "" "" "" 15
"304" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF NUCLEOTIDES" "" "" "" "" "" "" "" "" "" "" 81
"305" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "LAMININ INTERACTIONS" "" "" "" "" "" "" "" "" "" "" 29
"306" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "ION CHANNEL TRANSPORT" "" "" "" "" "" "" "" "" "" "" 118
"307" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "INTEGRIN CELL SURFACE INTERACTIONS" "" "" "" "" "" "" "" "" "" "" 73
"308" "IN REACTOME HIERARCHIE" "metabolism" "INTEGRATION OF ENERGY METABOLISM" "" "" "" "" "" "" "" "" "" "" 81
"309" "IN REACTOME HIERARCHIE" "metabolism" "INOSITOL PHOSPHATE METABOLISM" "" "" "" "" "" "" "" "" "" "" 37
"310" "IN REACTOME HIERARCHIE" "gene expression transcription" "GENE SILENCING BY RNA" "" "" "" "" "" "" "" "" "" "" 107
"311" "IN REACTOME HIERARCHIE" "DNA REPAIR" "FANCONI ANEMIA PATHWAY" "" "" "" "" "" "" "" "" "" "" 38
"312" "IN REACTOME HIERARCHIE" "hemostasis" "FACTORS INVOLVED IN MEGAKARYOCYTE DEVELOPMENT AND PLATELET PRODUCTION" "" "" "" "" "" "" "" "" "" "" 124
"313" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "" "" "" "" "" "" "" "" "" "" 125
"314" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "ECM PROTEOGLYCANS" "" "" "" "" "" "" "" "" "" "" 69
"315" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "DNA REPLICATION PRE INITIATION" "" "" "" "" "" "" "" "" "" "" 82
"316" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "" "" "" "" "" "" "" "" "" "" 153
"317" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "" "" "" "" "" "" "" "" "" "" 48
"318" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "DEGRADATION OF THE EXTRACELLULAR MATRIX" "" "" "" "" "" "" "" "" "" "" 112
"319" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "DEADENYLATION DEPENDENT MRNA DECAY" "" "" "" "" "" "" "" "" "" "" 55
"320" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "" "" "" "" "" "" "" "" "" "" 120
"321" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "" "" "" "" "" "" "" "" "" "" 240
"322" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "" "" "" "" "" "" "" "" "" "" 517
"323" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "" "" "" "" "" "" "" "" "" "" 272
"324" "IN REACTOME HIERARCHIE" "MUSCLE CONTRACTION" "CARDIAC CONDUCTION" "" "" "" "" "" "" "" "" "" "" 79
"325" "IN REACTOME HIERARCHIE" "DNA REPAIR" "BASE EXCISION REPAIR" "" "" "" "" "" "" "" "" "" "" 71
"326" "IN REACTOME HIERARCHIE" "programmed cell death" "APOPTOSIS" "" "" "" "" "" "" "" "" "" "" 158
"327" "NOT IN REACTOME HIERARCHIE" "VIRAL MESSENGER RNA SYNTHESIS" "" "" "" "" "" "" "" "" "" "" "" 42
"328" "NOT IN REACTOME HIERARCHIE" "TRNA PROCESSING IN THE NUCLEUS" "" "" "" "" "" "" "" "" "" "" "" 55
"329" "NOT IN REACTOME HIERARCHIE" "TRNA PROCESSING" "" "" "" "" "" "" "" "" "" "" "" 102
"330" "NOT IN REACTOME HIERARCHIE" "TRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL" "" "" "" "" "" "" "" "" "" "" "" 41
"331" "NOT IN REACTOME HIERARCHIE" "" "" "" "" "" "" "" "" "" "" "" "" NA
"332" "NOT IN REACTOME HIERARCHIE" "TRANSCRIPTIONAL REGULATION OF PLURIPOTENT STEM CELLS" "" "" "" "" "" "" "" "" "" "" "" 14
"333" "NOT IN REACTOME HIERARCHIE" "TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1" "" "" "" "" "" "" "" "" "" "" "" 16
"334" "NOT IN REACTOME HIERARCHIE" "TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY DREAM COMPLEX" "" "" "" "" "" "" "" "" "" "" "" 19
"335" "NOT IN REACTOME HIERARCHIE" "SLC TRANSPORTER DISORDERS" "" "" "" "" "" "" "" "" "" "" "" 63
"336" "NOT IN REACTOME HIERARCHIE" "SCF SKP2 MEDIATED DEGRADATION OF P27 P21" "" "" "" "" "" "" "" "" "" "" "" 56
"337" "NOT IN REACTOME HIERARCHIE" "RRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL" "" "" "" "" "" "" "" "" "" "" "" 59
"338" "NOT IN REACTOME HIERARCHIE" "RESPONSE TO ELEVATED PLATELET CYTOSOLIC CA2" "" "" "" "" "" "" "" "" "" "" "" 99
"339" "NOT IN REACTOME HIERARCHIE" "RESPONSE OF EIF2AK4 GCN2 TO AMINO ACID DEFICIENCY" "" "" "" "" "" "" "" "" "" "" "" 94
"340" "NOT IN REACTOME HIERARCHIE" "RESPIRATORY ELECTRON TRANSPORT ATP SYNTHESIS BY CHEMIOSMOTIC COUPLING AND HEAT PRODUCTION BY UNCOUPLING PROTEINS" "" "" "" "" "" "" "" "" "" "" "" 120
"341" "NOT IN REACTOME HIERARCHIE" "RESOLUTION OF D LOOP STRUCTURES THROUGH SYNTHESIS DEPENDENT STRAND ANNEALING SDSA" "" "" "" "" "" "" "" "" "" "" "" 26
"342" "IN REACTOME HIERARCHIE" "REPRODUCTION" "" "" "" "" "" "" "" "" "" "" "" 107
"343" "NOT IN REACTOME HIERARCHIE" "REDUCTION OF CYTOSOLIC CA LEVELS" "" "" "" "" "" "" "" "" "" "" "" 10
"344" "NOT IN REACTOME HIERARCHIE" "PHASE 3 RAPID REPOLARISATION" "" "" "" "" "" "" "" "" "" "" "" 3
"345" "NOT IN REACTOME HIERARCHIE" "NUCLEOBASE BIOSYNTHESIS" "" "" "" "" "" "" "" "" "" "" "" 15
"346" "NOT IN REACTOME HIERARCHIE" "NUCLEAR IMPORT OF REV PROTEIN" "" "" "" "" "" "" "" "" "" "" "" 32
"347" "NOT IN REACTOME HIERARCHIE" "NS1 MEDIATED EFFECTS ON HOST PATHWAYS" "" "" "" "" "" "" "" "" "" "" "" 37
"348" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "" "" "" "" "" "" "" "" "" "" "" 237
"349" "IN REACTOME HIERARCHIE" "MUSCLE CONTRACTION" "" "" "" "" "" "" "" "" "" "" "" 152
"350" "NOT IN REACTOME HIERARCHIE" "MRNA SPLICING MINOR PATHWAY" "" "" "" "" "" "" "" "" "" "" "" 52
"351" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "" "" "" "" "" "" "" "" "" "" "" 640
"352" "NOT IN REACTOME HIERARCHIE" "INTERCONVERSION OF NUCLEOTIDE DI AND TRIPHOSPHATES" "" "" "" "" "" "" "" "" "" "" "" 24
"353" "NOT IN REACTOME HIERARCHIE" "INTERACTIONS OF VPR WITH HOST CELLULAR PROTEINS" "" "" "" "" "" "" "" "" "" "" "" 34
"354" "NOT IN REACTOME HIERARCHIE" "INTERACTIONS OF REV WITH HOST CELLULAR PROTEINS" "" "" "" "" "" "" "" "" "" "" "" 35
"355" "NOT IN REACTOME HIERARCHIE" "INACTIVATION OF CDC42 AND RAC1" "" "" "" "" "" "" "" "" "" "" "" 8
"356" "NOT IN REACTOME HIERARCHIE" "GENE AND PROTEIN EXPRESSION BY JAK STAT SIGNALING AFTER INTERLEUKIN 12 STIMULATION" "" "" "" "" "" "" "" "" "" "" "" 32
"357" "NOT IN REACTOME HIERARCHIE" "G1 S SPECIFIC TRANSCRIPTION" "" "" "" "" "" "" "" "" "" "" "" 28
"358" "NOT IN REACTOME HIERARCHIE" "FORMATION OF RNA POL II ELONGATION COMPLEX" "" "" "" "" "" "" "" "" "" "" "" 56
"359" "NOT IN REACTOME HIERARCHIE" "FOLDING OF ACTIN BY CCT TRIC" "" "" "" "" "" "" "" "" "" "" "" 9
"360" "NOT IN REACTOME HIERARCHIE" "FCGR3A MEDIATED IL10 SYNTHESIS" "" "" "" "" "" "" "" "" "" "" "" 29
"361" "NOT IN REACTOME HIERARCHIE" "EXPORT OF VIRAL RIBONUCLEOPROTEINS FROM NUCLEUS" "" "" "" "" "" "" "" "" "" "" "" 31
"362" "NOT IN REACTOME HIERARCHIE" "ERCC6 CSB AND EHMT2 G9A POSITIVELY REGULATE RRNA EXPRESSION" "" "" "" "" "" "" "" "" "" "" "" 55
"363" "NOT IN REACTOME HIERARCHIE" "ELEVATION OF CYTOSOLIC CA2 LEVELS" "" "" "" "" "" "" "" "" "" "" "" 12
"364" "NOT IN REACTOME HIERARCHIE" "E2F ENABLED INHIBITION OF PRE REPLICATION COMPLEX FORMATION" "" "" "" "" "" "" "" "" "" "" "" 9
"365" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "" "" "" "" "" "" "" "" "" "" "" 123
"366" "IN REACTOME HIERARCHIE" "DNA REPAIR" "" "" "" "" "" "" "" "" "" "" "" 311
"367" "NOT IN REACTOME HIERARCHIE" "DNA METHYLATION" "" "" "" "" "" "" "" "" "" "" "" 44
"368" "NOT IN REACTOME HIERARCHIE" "DISORDERS OF TRANSMEMBRANE TRANSPORTERS" "" "" "" "" "" "" "" "" "" "" "" 128
"369" "NOT IN REACTOME HIERARCHIE" "DEFECTIVE CFTR CAUSES CYSTIC FIBROSIS" "" "" "" "" "" "" "" "" "" "" "" 57
"370" "NOT IN REACTOME HIERARCHIE" "COOPERATION OF PREFOLDIN AND TRIC CCT IN ACTIN AND TUBULIN FOLDING" "" "" "" "" "" "" "" "" "" "" "" 25
"371" "NOT IN REACTOME HIERARCHIE" "CHK1 CHK2 CDS1 MEDIATED INACTIVATION OF CYCLIN B CDK1 COMPLEX" "" "" "" "" "" "" "" "" "" "" "" 12
"372" "NOT IN REACTOME HIERARCHIE" "CHAPERONE MEDIATED AUTOPHAGY" "" "" "" "" "" "" "" "" "" "" "" 18
"373" "NOT IN REACTOME HIERARCHIE" "CELLULAR RESPONSES TO EXTERNAL STIMULI" "" "" "" "" "" "" "" "" "" "" "" 610
"374" "IN REACTOME HIERARCHIE" "CELL CYCLE" "" "" "" "" "" "" "" "" "" "" "" 642
"375" "NOT IN REACTOME HIERARCHIE" "AMYLOID FIBER FORMATION" "" "" "" "" "" "" "" "" "" "" "" 68
"376" "NOT IN REACTOME HIERARCHIE" "ADRENALINE NORADRENALINE INHIBITS INSULIN SECRETION" "" "" "" "" "" "" "" "" "" "" "" 20
"377" "NOT IN REACTOME HIERARCHIE" "ADORA2B MEDIATED ANTI INFLAMMATORY CYTOKINES PRODUCTION" "" "" "" "" "" "" "" "" "" "" "" 58
